#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
#### CLOC (CUSTOMIZABLE LOCALISATION) ####
#
religion_syncretic_indian_desc;By incorporating elements of Eastern faiths into our own, we can borrow its strengths while ensuring good relations with our Eastern neighbors and subjects.;En incorporant des éléments de les foix orientales dans la nôtre, nous pouvons emprunter ses forces tout en assurant de bonnes relations avec nos voisins et sujets orientals.;Indem wir Elemente der Östlichen Glauben in unseren eigenen integrieren, können wir seine Stärken ausleihen und gleichzeitig gute Beziehungen zu unseren Östlichen Nachbarn und Untertanen sicherstellen.;;Al incorporar elementos de las religiones Orientales en la nuestra, podemos tomar prestadas sus fortalezas y garantizar buenas relaciones con nuestros vecinos y súbditos Orientales.;;;;;;;;;x
tooltip_religion_feature_indian_tolerance;§GCharacters are tolerant towards and can intermarry with religions in the [indian_group.GetGroupName] group§!;§GPersonnages sont tolérants envers et peuvent se marier avec des religions du groupe [indian_group.GetGroupName]§!;§GZeichen sind gegenüber Religionen in der [indian_group.GetGroupName]en Gruppe tolerant und können mit ihnen heiraten§!;;§GLos personajes son tolerantes y pueden casarse con las religiones en el grupo [indian_group.GetGroupName]§!;;;;;;;;;x
tooltip_religion_feature_faster_indian_conversion;§YConversion to and from religions in the [indian_group.GetGroupName] group is faster§!;§YConversion vers et à partir de religions dans le groupe [indian_group.GetGroupName] est plus rapide§!;§YKonversion zu und von Religionen in der [indian_group.GetGroupName]en Gruppe ist schneller§!;;§YConversión hacia y desde las religiones en el grupo [indian_group.GetGroupName] es más rápida§!;;;;;;;;;x
tooltip_religion_feature_no_holy_war_against_indian;§RReligious wars against the [indian_group.GetGroupName] group are disabled§!;§RLes guerres de religion contre le groupe [indian_group.GetGroupName] sont désactivées§!;§RReligionskriege gegen die [indian_group.GetGroupName]e Gruppe sind behindert§!;;§RLas guerras religiosas contra el grupo [indian_group.GetGroupName] están deshabilitadas§!;;;;;;;;;x
tooltip_religion_feature_disloyal;§RRulers are more likely to start and join factions§!;§RLes seigneurs sont plus enclins à commencer et à rejoindre des factions§!;§RHerrscher beginnen und teilnehmen in mehrer wahrscheinlich Fraktionen§!;;§REs mas probable que los gobernantes inicien y unirse a facciones§!;;;;;;;;;x
OFF_RELENTLESS_RELIGION;Offensive, Unrelenting Religion;Religion offensive implacable;Offensive Unnachgiebige Religion;;Religión Ofensiva Implacable;;;;;;;;;x
TENGRI_OFF_RELENTLESS_RELIGION;Warmongering, Eternal Riders;Bellicistes chevaucheurs éternels;Ewige kriegslustige Reiter;;Belicistos jinetes eternos;;;;;;;;x
AZTEC_OFF_RELENTLESS_RELIGION;Warmongering Invaders;Bellicistes Envahisseurs;Kriegslustige Eindringlinge;;Belicistos Invasores;;;;;;;;x
tooltip_religion_feature_more_levies;§GLevies and manpower are greatly increased§!;§GLa taille des troupes et les effectifs sont considérablement augmentées§!;§GMannstärke werden erheblich erhöht§!;;§GLos tamaños levas y el mano de obra aumentan considerablemente§!;;;;;;;;;x
tooltip_religion_feature_reduced_disease_severity;§GHealth and attribute penalties from diseases are reduced§!;§GLes pénalités sanitaires et d'attribut dues aux maladies sont réduites§!;§GGesundheits- und Attributstrafen von Krankheiten werden reduziert§!;;§GSe reducen las sanciones sanitarias y las penalizaciones por enfermedades§!;;;;;;;;;x
tooltip_religion_feature_depopulation_protection;§GProvinces of this religion without high-level hospitals are still protected from depopulation from disease§!;§GLes provinces de cette religion sans hôpitaux de haut niveau sont toujours protégées contre le dépeuplement de la maladie§!;§GDie Provinzen dieser Religion ohne hochrangige Krankenhäuser werden vor der Entvölkerung vor Krankheiten geschützt§!;;§GLas provincias de esta religión sin hospitales de alto nivel todavía están protegidas de la despoblación de enfermedades§!;;;;;;;;;x
tooltip_religion_feature_passive_infidel_conversion;§GInfidel Counties will passively convert over time§!;§GLes comtés infidèles se convertiront passivement avec le temps§!;§GUngläubige Grafschaften werden im Laufe der Zeit passiv konvertieren§!;;§GLos condados infieles se convertirán pasivamente con el tiempo§!;;;;;;;;;x
#
#### TOOLTIPS #####
#
30_HERETIC_BISHOPS_EXIST;At least 30 [Root.Religion.GetName] bishops exist\n;;;;;;;;;;;;;x
ATTEMPT_CLEAR_NAME;Attempt to clear your name of apostasy;;;;;;;;;;;;;x
ATTEMPT_FAILS;The attempt fails, perhaps with consequences...\n;;;;;;;;;;;;;x
ATTEMPT_REMOVE_DECADENT;Attempt to remove decadence;;;;;;;;;;;;;x
ATTEMPT_REMOVE_HEDONIST;Attempt to remove hedonism;;;;;;;;;;;;;x
ATTEMPT_REMOVE_DRUNKARD;Attempt to remove drunkenness;;;;;;;;;;;;;x
ATTEMPT_REMOVE_CYNICAL;Attempt to remove cynicism;;;;;;;;;;;;;x
ATTEMPT_REMOVE_ARBITRARY;Attempt to remove arbitrariness;;;;;;;;;;;;;x
ATTEMPT_REMOVE_SLOTH;Attempt to remove slothfulness;;;;;;;;;;;;;x
ATTEMPT_REMOVE_GREED;Attempt to remove greed;;;;;;;;;;;;;x
ATTEMPT_SUCCEEDS;The attempt succeeds, perhaps with a price...\n;;;;;;;;;;;;;x
BEGIN_DRIVING_OUT_DAEMONS;Begin driving out the daemons from within.;;;;;;;;;;;;;x
BEGIN_FASTING;Begin a fast to remove gluttony;;;;;;;;;;;;;x
BEGIN_HURUFI_STUDIES;Begin studying [hurufi.GetScriptureName] to unlock its mysteries...;;;;;;;;;;;;;x
BEGIN_PRAYER_MESSALIAN_MASTER;Begin prayer to become a [messalian.GetName] Master;;;;;;;;;;;;;x
BEGIN_TRANSLATING_BIBLE;Begin the task of translating [lollard.GetScriptureName]\n;;;;;;;;;;;;;x
BIBLE_TRANSLATION_GOOD;The translation will be good and well-received\n;;;;;;;;;;;;;x
BIBLE_TRANSLATION_POOR;The translation will be poor and not well-received\n;;;;;;;;;;;;;x
BOGO_BEGIN_FORMALIZATION;Begin the formalization process of the [bogomilist.GetName] faith. Note that this may take up to decades, though seeing it through to the end will ensure that formalization does not also come with massive upheaval amongst the faithful.\n;;;;;;;;;;;;;x
BOGO_FORMALIZATION0;The [bogomilist.GetName] faith is still nowhere near ready for formalization, and is further away from that goal than when the process began.\n;;;;;;;;;;;;;x
BOGO_FORMALIZATION1;The [bogomilist.GetName] faith is now a long way from being ready for peaceful formalization.\n;;;;;;;;;;;;;x
BOGO_FORMALIZATION2;The [bogomilist.GetName] faith is now about half-way to being ready for peaceful formalization.\n;;;;;;;;;;;;;x
BOGO_FORMALIZATION3;The [bogomilist.GetName] faith is now close to being ready for peaceful formalization.\n;;;;;;;;;;;;;x
BOGO_FORMALIZATION4;The [bogomilist.GetName] faith is now ready to be peacefully formalized.\n;;;;;;;;;;;;;x
BOGO_ORGANIZED_TEN_YEARS;The [bogomilist.GetName] faith has been organized for at least ten years\n;;;;;;;;;;;;;x
BOGO_READY_TO_FORMALIZE;The [bogomilist.GetName] faith is ready to formalize without resistance\n;;;;;;;;;;;;;x
BY_DECISION;Enacted by decision only\n;;;;;;;;;;;;;x
CAMPAIGN_FUND_CARDINALS_DESC;Money in the Campaign Fund will increase your influence and make your candidate more likely to be elected the next $RULER_TITLE$. You can freely adjust the amount until the next $RULER_TITLE$ is elected, when the Fund will be used up in the election campaign.;;;;;;;;;;;;;x
CANNOT_SING;You are too shy to sing, and remain silent.\n;;;;;;;;;;;;;x
cathar_holy_war_enabled_ctt;Holy wars have been unlocked for the [cathar.GetName] Faith (by being attacked via holy war)\n;;;;;;;;;;;;;x
CB_NAME_ISMAILI_CALIPHATE_RISING;The [d_ismaili.GetFullName] Rising in [Title.GetBaseName];;;;;;;;;;;;;x
choose_mani_patron;Choose the shekhinah to which you will devote yourself;;;;;;;;;;;;;x
choose_mazdaki_patron;Choose the Power to which you will devote yourself;;;;;;;;;;;;;x
choose_messalian_saint;Choose which patron saint will watch over you.;;;;;;;;;;;;;x
CHRONICLE_ADOPTED_BOGOMILIST;[From.GetDynName] adopted a Bogomilist feudal system in [From.GetHerHis] domains, abandoning the old tribal ways.;;;;;;;;;;;;;x
CHRONICLE_NEW_SAINT;[new_saint.GetTitledFirstNameWithNick] was formally canonized as a Saint by [religion_head_title.Holder.GetTitledFirstName] on [GetDateText].;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_LALISH;[Root.GetTitledName] began the holy pilgrimage to Lalish.;;;;;;;;;;;;;x
COMPL_FEARSOME;fearsome;;;;;;;;;;;;;x
COMPL_PILLAGER;pillager;;;;;;;;;;;;;x
CONSIDER_OTHER_OPTIONS;Consider the other choices...\n;;;;;;;;;;;;;x
CREATE_CATHAR_POPE;Elect a [d_cathar.GetRulerTitle] to become leader of the faith, creating the [d_cathar.GetFullName];;;;;;;;;;;;;x
CREATE_LOLLARD_PRIMATE;Elect a [d_lollard.GetRulerTitle] to become leader of the faith, creating the [d_lollard.GetFullName];;;;;;;;;;;;;x
CREATE_MANICHEAN_LEADER;Create an [d_manichaen.GetRulerTitle] to lead the [manichean.GetName] faithful;;;;;;;;;;;;;x
CTT_JEWISH_GHWS_UNLOCKED;The [jewish.GetGroupName] [jewish.GetCrusadeName] Era has Begun\n;L'ère des [jewish.GetCrusadeName]s [jewish.GetGroupName]nes a commencé\n;Das Zeitalter der [jewish.GetGroupName]en [jewish.GetCrusadeName] hat begonnen\n;;La Era de la [jewish.GetCrusadeName] [jewish.GetGroupName] ha comenzado\n;;;;;;;;;x
CTT_ZOROASTRIAN_GHWS_UNLOCKED;The [zoroastrian.GetGroupName] [zoroastrian.GetCrusadeName] Era has Begun\n;L'ère des [zoroastrian.GetCrusadeName]s [zoroastrian.GetGroupName]nes a commencé\n;Das Zeitalter der [zoroastrian.GetGroupName]en [zoroastrian.GetCrusadeName] hat begonnen\n;;La Era de la [zoroastrian.GetCrusadeName] [zoroastrian.GetGroupName] ha comenzado\n;;;;;;;;;x
emf_religion_ctt_antipapacy_ends;The Anti-Papacy of §Y[This.RelHead.GetTitledName]§! ends!\n;;;;;;;;;;;;;x
EPIC_POEM_ADVANCES;Work on the poem advances!\n;;;;;;;;;;;;;x
EPIC_POEM_ADVANCES_MORE;Work on the poem advances quickly!\n;;;;;;;;;;;;;x
GET_HURUFI_OMENS;Begin studying [hurufi.GetScriptureName] to look for omens...;;;;;;;;;;;;;x
GINZA_RBA;The Ginza Rba;;;;;;;;;;;;;x
GOD_AL_HAKIM;al-Hakim;;;;;;;;;;;;;x
GOD_ABATHUR;Abathur;;;;;;;;;;;;;x
GOD_ANAHITA;Anahita;;;;;;;;;;;;;x
GOD_MITHRAS;Mithras;;;;;;;;;;;;;x
GOD_PTAHIL;Ptahil;;;;;;;;;;;;;x
GREAT_BAN;Great Ban;;;;;;;;;;;;;x
GREAT_PURIFICATION;Great Purification;;;;;;;;;;;;;x
