#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
RULE_GROUP_EMF;EMF;;;;;;;;;;;;;x
#######################################################
###########       DEFAULT RULE OPTIONS      ###########
#######################################################
RULE_AZTEC_13TH_DEFAULT;13th Century;XIIIe siècle;13. Jahrhundert;;Siglo XIII;;;;;;;;;x
RULE_AHISTORICAL_EMPIRES;§ZEMF:§! Ahistorical De Jure Empires;;;;§ZEMF:§! Imperios De Iure Ahistóricos;;;;;;;;;x
RULE_AHISTORICAL_EMPIRES_OFF_DESC;Only the HRE, Byzantine Empire, Arabian Empire, and Persian Empire will be de jure at campaign start. Other empires remain formable but will first be titular.;;;;Solo el SIR, Imperio Bizantino, Imperio Árabe y el Imperio Persa serán de iure cuando empiece el juego. Otros imperios podrán crearse pero serán titulares.;;;;;;;;;x
RULE_AHISTORICAL_EMPIRES_ON_DESC;The full de jure empire setup provided by the map module will be available at campaign start (e.g., Spain, Britain, and Arabia), as in vanilla. Custom titles, however, will still first be titular if formed.;;;;Todo el mapa de imperios de iure estará disponible cuando empiece el juego (ej. Hispania, Britania, Arabia), como en el juego base. Sin embargo los títulos personalizados serán titulares si se crean.;;;;;;;;;x
#### HISTORICAL OUTCOME PROMOTION ####
#
RULE_RAILROADING;§ZEMF:§! Historical Outcome Promotion;;;;§ZEMF:§! Promoción de resultados históricos;;;;;;;;;x
RULE_RAILROADING_DEFAULT_DESC;EMF will try to promote -- but never force -- historical outcomes. All historical events & mechanics are enabled.;;;;EMF intentará promover -pero no forzar- resultados históricos. Todos los eventos históricos y mecánicas están habilitadas.;;;;;;;;;x
RULE_RAILROADING_PASSIVE_DESC;EMF will only passively promote historical outcomes. This is a relative sandbox, and a number of historical events & mechanics are disabled.;;;;EMF solo promoverá resultados históricos de forma pasiva. Esto es un sandbox relativo, con algunos eventos históricos y mecánicas desactivadas.;;;;;;;;;x
#
#### SWAY/ANTAGONIZE ####
#
RULE_SWAY_ANTAGONIZE;§ZEMF:§! Swaying and Antagonizing;;;;§ZEMF:§! Influenciar y Enemistarse;;;;;;;;;x
RULE_SWAY_ANTAGONIZE_ALLOWED_DESC;All rulers can use Sway and Antagonize actions, including AI. This can increase immersion, but it will slow down the game somewhat.;;;;Todos los gobernantes pueden usar las acciones de Influenciar y Enemistar, incluso la IA. Esto puede incrementar la inmersión, pero de alguna manera ralentizará el juego.;;;;;;;;;x
RULE_SWAY_ANTAGONIZE_PLAYERS_DESC;Only human players can use Sway and Antagonize actions. This can create an uneven playing field due to how powerful these actions can be.;;;;Solo los jugadores pueden usar Influenciar y Enemistar. Esto puede crear un campo de juegos injusto debido al desbalanceo de estas acciones.;;;;;;;;;x
RULE_SWAY_ANTAGONIZE_DISALLOWED_DESC;Sway or Antagonize actions are disabled for all characters.;;;;Influenciar y Enemistarse están desactivadas para todos.;;;;;;;;;x
#
#### CUSTOM WEALTH TRANSFERS ####
#
RULE_CUSTOM_WEALTH_TRANSFERS;§ZEMF:§! Custom Wealth Transfers;;;;§ZEMF:§! Transferencia de oro personalizada;;;;;;;;;x
RULE_CUSTOM_WEALTH_TRANSFERS_PLAYERS_DESC;Players can transfer custom amounts of wealth to other players without getting opinion benefits. Being a prisoner of another player or having them as a regent restricts to whom wealth can be sent this way.;;;;Los jugadores pueden enviar oro a otros jugadores sin obtener beneficios de opinión. Ser prisionero de otro jugador o tenerlo como regente limita a quién se le puede enviar oro.;;;;;;;;;x
RULE_CUSTOM_WEALTH_TRANSFERS_UNRESTRICTED_DESC;Players can transfer custom amounts of wealth to any other character, human or AI, without getting opinion benefits. Being a prisoner of another player or having them as a regent restricts to whom wealth can be sent this way.;;;;Los jugadores pueden enviar oro a cualquier jugador, humano o IA sin obtener beneficios de opinión. Ser prisionero de otro jugador o tenerlo como regente limita a quién se le puede enviar oro.;;;;;;;;;x
RULE_CUSTOM_WEALTH_TRANSFERS_OFF_DESC;Players can only transfer wealth to other characters using the vanilla Send Gift decision, or indirectly by taking an action that also happens to include a transfer of wealth (like paying a ransom).;;;;Los jugadores solo pueden enviar oro a otros jugadores usando la opción "Enviar regalo" del juego base, o con alguna acción que implique entregar oro (como el secuestro y rescate).;;;;;;;;;x
#
#### HISTORY'S FORGOTTEN WOMEN ####
#
RULE_GENERATE_FORGOTTEN_WOMEN;§ZEMF:§! Generate History's Forgotten Women;;;;§ZEMF:§! Generar Mujeres Históricas Olvidadas;;;;;;;;;x
RULE_GENERATE_FORGOTTEN_WOMEN_DEFAULT_DESC;Wives and daughters will be generated where it is incredibly likely that someone had a wife and/or daughters who are absent from the game's recorded history, in a way that unaffects succession.;;;;Se generarán esposas e hijas allí donde sería increíblemente común que alguien tuviese una mujer o hijas que no se encuentran en los archivos de juego, sin afectar a la sucesión.;;;;;;;;;x
RULE_GENERATE_FORGOTTEN_WOMEN_AGGRESSIVE_DESC;Wives and daughters will be generated where it is fairly plausible that someone had a wife and/or daughters who are absent from the game's recorded history, in a way that unaffects succession.;;;;Se generarán esposas e hijas allí donde es bastante probable que alguien tuviera una mujer y/o hijas que están ausentes en los archivos del juego, sin afectar a la sucesión.;;;;;;;;;x
RULE_GENERATE_FORGOTTEN_WOMEN_OFF_DESC;No extra female characters will be generated at startup.;;;;No se generarán personajes femeninos extra.;;;;;;;;;x
#
#### GENDER EQUALITY ####
#
RULE_GENDER;§ZEMF:§! Gender Equality;Égalité des genres;Gleichberechtigung der Geschlechter;;Igualdad de sexos;;;;;;;;;x
RULE_GENDER_DEFAULT_DESC;The various Gender Laws are enabled as per default. Specific cultures and religions may allow/disallow Gender Laws.;Les lois selon le genre sont permises ou non par des cultures ou des religions spécifiques.;Unterschiedliche Gleichstellungsgesetze sind standardmäßig aktiviert. Bestimmte Kulturen und Religionen können Gleichstellungsgesetze erlauben/verbieten.;;Las diferentes Leyes de Sexos están habilitadas por defecto. Culturas y religiones específicas pueden permitir/rechazar Leyes de sexos.;;;;;;;;;x
RULE_GENDER_COUNCIL_DESC;Women may be appointed to any council position, including Marshal.;;;;Las mujeres pueden tener cualquier cargo en el consejo, incluso Mariscal.;;;;;;;;;x
RULE_GENDER_FULL_DESC;Full gender equality, and all applicable titles will default to Absolute Cognatic Succession. The Conclave 'Status of Women' set of laws is unavailable for everyone.;Le jeu se déroule comme si le statut complet des femmes était en vigueur dans toutes les cours. Les lois sur le statut des femmes du DLC 'Le Conseil' ne sont pas disponibles.;Das Spiel behandelt das Status der Frau-Gesetz, als sei es für alle auf der höchsten Stufe. Die speziellen "Status der Frau"-Gesetze aus Conclave sind für niemanden verfügbar.";;El juego se jugará como si la ley 'Estatus de las mujeres' estuviera al máximo para todos. El conjunto de leyes 'Estatus de las mujeres' del Cónclave no está disponible para nadie.;;;;;;;;;x
#
#### NO EXTRA CB COOLDOWNS ####
#
RULE_NO_COOLDOWNS;§ZEMF:§! No Extra CB Cooldowns;;;;§ZEMF:§! Sin Enfriamiento Extra de CB;;;;;;;;;x
RULE_NO_COOLDOWNS_OFF_DESC;Some non-vanilla cooldowns are enforced upon casus belli usage (e.g., for holy wars) for balance, better gameplay pacing, and more historical outcomes.;;;;Se fuerzan tiempos de enfriamiento en algunos casus belli, (ej. Guerra Santa) para balancear, mejor ritmo de juego, y resultados más históricos.;;;;;;;;;x
RULE_NO_COOLDOWNS_ON_DESC;Casus belli will only enforce whatever cooldowns are in vanilla (i.e., considerably fewer restrictions). Non-vanilla CBs will reflect the same general spirit.;;;;Los casus belli tendrán los mismos enfriamientos que en el juego base (ej. menos restricciones). Los CB nuevos también tendrán en cuenta esta regla de juego.;;;;;;;;;x
#
#### REPUBLIC CB RESTRICTIONS ####
#
RULE_MR_CB_RESTRICTION;§ZEMF:§! Republic CB Restrictions;;;;§ZEMF:§! Restricciones en CB de República;;;;;;;;;x
RULE_MR_CB_RESTRICTION_ON_DESC;Patricians may not use "rapid expansion" CBs such as Holy War.;;;;Puede que los Patricios no usen el CB "Expansión rápida" como una Guerra Santa.;;;;;;;;;x
RULE_MR_CB_RESTRICTION_OFF_DESC;Patricians aren't explicitly restricted from usage of any CBs. This behavior mirrors vanilla.;;;;Los Patricios no tienen restricciones en cuanto al uso de CBs. Este comportamiento imita al juego base.;;;;;;;;;x
#
#### DE JURE ASSIMILATION DURATION (non-EMF) ####
#
RULE_DEJURE_DURATION_DEFAULT_DESC;Duchies take a minimum of 100 years to be assimilated by a kingdom. Kingdoms take 50 years to be assimilated by an empire.;;;;Los ducados necesitan 100 años para ser asimilados en un reino. Los reinos necseitan 50 años para asimilarse a un imperio.;;;;;;;;;x
RULE_DEJURE_DURATION_LONGER_DESC;Duchies and kingdoms take a minimum of 200 years to be assimilated de jure.;;;;Reinos y ducados necesitan al menos 200 años para ser asimilados de iure.;;;;;;;;;x
RULE_DEJURE_DURATION_SHORTER_DESC;Duchies and kingdoms take a minimum of 40 years to be assimilated de jure.;;;;Reinos y ducados necesitan al menos 40 años para ser asimilados de iure.;;;;;;;;;x
RULE_DEJURE_DURATION_SHORTEST_DESC;Duchies and kingdoms take a minimum of 20 years to be assimilated de jure.;;;;Reinos y ducados necesitan al menos 20 años para ser asimilados de iure.;;;;;;;;;x
#
#### TITULAR TITLE CREATION ####
#
RULE_TITULAR_TITLE_CREATION;§ZEMF:§! Titular Title Creation;;;;§ZEMF:§! Creación de Título Titular;;;;;;;;;x
RULE_TITULAR_TITLE_CREATION_ALL_DESC;All titular titles can be created, subject to their regular title creation conditions: titular duchies, kingdoms, and empires.;;;;Todos los títulos titulares pueden ser creados, sujeto a sus condiciones de creación: ducados, reinos e imperios titulares.;;;;;;;;;x
RULE_TITULAR_TITLE_CREATION_KINGDOMS_AND_EMPIRES_DESC;Subject to their regular title creation conditions, titular kingdoms and empires can be created. Titular duchy creation is disabled.;;;;Reinos e imperios titulares pueden ser creados, siguiendo sus condiciones de creación. La creación de ducados titulares está deshabilitada.;;;;;;;;;x
RULE_TITULAR_TITLE_CREATION_EMPIRES_DESC;Only titular empire creation is enabled. Note that custom kingdoms, which are titular in EMF, can still be created according to the setting of the Custom Realms game rule.;;;;Solo pueden crearse imperios titulares. Aunque los reinos personalizados, que en EMF son titulares, aún pueden crearse de acuerdo a la regla de juego "Reinos Personalizados".;;;;;;;;;x
RULE_TITULAR_TITLE_CREATION_NONE_DESC;No titular titles of any tier can be created. Note that custom kingdoms and empires, which are titular in EMF, can still be created according to the setting of the Custom Realms game rule.;;;;No se puede crear ningún título titular. Aunque los títulos de Reino e Imperio personalizados, que en EMF son titulares, aún se pueden crear de acuerdo a la regla de juego "Reinos Personalizados".;;;;;;;;;x
#
#### NON-DYNASTIC SUCCESSION ####
#
RULE_NON_DYNASTIC_SUCCESSION;§ZEMF:§! Non-Dynastic Succession;;;;§ZEMF:§! Sucesión No Dinástica;;;;;;;;;x
RULE_NON_DYNASTIC_SUCCESSION_OFF_DESC;If the player has a non-dynastic heir and dies or abdicates, Game Over.;;;;Si el jugador tiene un heredero no dinástico y muere o abdica, termina el juego.;;;;;;;;;x
RULE_NON_DYNASTIC_SUCCESSION_ON_DESC;If the player has a non-dynastic heir and dies or abdicates, then they will continue the game as their heir (with their heir's dynasty), avoiding Game Over. Does not apply to nomads or republics.;;;;Si el jugador tiene un heredero no dinástico y muere o abdica, el jugador continuará el juego como su heredero (como otra dinastía), evitando el "Game Over". No aplica a nómadas o repúblicas.;;;;;;;;;x
#
#### DYNAMIC REALMS ####
#
RULE_DYNAMIC_REALMS;§ZEMF:§! Custom Title Formation;;;;§ZEMF:§! Reinos Personalizados;;;;;;;;;x
RULE_DYNAMIC_REALMS_DEFAULT_DESC;Players may create custom custom kingdoms and empires, but AI may only do so if an alternate setting has disabled de jure kingdoms or empires.;;;;Los jugadores pueden crear reinos e imperios personalizados, pero la IA solo lo hará si se han desactivado los reinos e imperios de iure.;;;;;;;;;x
RULE_DYNAMIC_REALMS_ON_DESC;The creation of custom kingdoms and empires is allowed for both players and AI.;;;;La creación de reinos e imperios personalizados está permitido tanto a jugadores como a la IA.;;;;;;;;;x
RULE_DYNAMIC_REALMS_OFF_DESC;The creation of custom kingdoms and empires is disallowed.;;;;La creación de reinos e imperios personalizados está desactivada.;;;;;;;;;x
#
#### LIEGE CULTURE CONVERSION ####
#
RULE_LIEGE_CULTURE_CONVERSION;§ZEMF:§! Liege Culture Conversion;;;;§ZEMF:§! Conversión a la cultura del señor;;;;;;;;;x
RULE_LIEGE_CULTURE_CONVERSION_SLOWEST_DESC;AI rulers will sometimes convert to a same-religion liege's culture on their own. Conversion will happen at a very slow pace (1/3x Medium).;;;;Los gobernantes IA se convertirán a veces a la cultura de su señor de la misma religión. La conversión será muy lenta (1/3x Media).;;;;;;;;;x
RULE_LIEGE_CULTURE_CONVERSION_SLOW_DESC;AI rulers will sometimes convert to a same-religion liege's culture on their own. Conversion will happen at a slow pace (1/2x Medium).;;;;Los gobernantes IA se convertirán a veces a la cultura de su señor de la misma religión. La conversión será lenta (1/2x Media).;;;;;;;;;x
RULE_LIEGE_CULTURE_CONVERSION_MEDIUM_DESC;AI rulers will sometimes convert to a same-religion liege's culture on their own. Conversion will happen at a medium pace.;;;;Los gobernantes IA se convertirán a veces a la cultura de su señor de la misma religión. La conversión se hará a un ritmo medio.;;;;;;;;;x
RULE_LIEGE_CULTURE_CONVERSION_FAST_DESC;AI rulers will sometimes convert to a same-religion liege's culture on their own. Conversion will happen at a quick pace (2x Medium).;;;;Los gobernantes IA se convertirán a veces a la cultura de su señor de la misma religión. La conversión será rápida (2x Media).;;;;;;;;;x
RULE_LIEGE_CULTURE_CONVERSION_FASTEST_DESC;AI rulers will sometimes convert to a same-religion liege's culture on their own. Conversion will happen at the quickest pace (3x Medium).;;;;Los gobernantes IA se convertirán a veces a la cultura de su señor de la misma religión. La conversión será muy rápida (3x Media).;;;;;;;;;x
RULE_LIEGE_CULTURE_CONVERSION_OFF_DESC;AI rulers will never convert to their liege's culture on their own.;;;;Los gobernantes IA NO se convertirán a veces a la cultura de su señor.;;;;;;;;;x
#
#### INTERMEDIATE GENETIC TRAITS ####
#
RULE_INTERMEDIATE_GENETIC_TRAITS;§ZEMF:§! Intermediate Genetic Traits;;;;§ZEMF:§! Rasgos Genéticos Intermedios;;;;;;;;;x
RULE_INTERMEDIATE_GENETIC_TRAITS_HIDDEN_DESC;EMF has an extended genetics system. Many traits are on a spectrum. The most intermediate of such spectrum traits, which have negligible immediate gameplay effect, are hidden by default.;;;;EMF cuenta con un sistema genético extendido. Muchos rasgos están en un espectro. Los rasgos intermedios que tienen un efecto imperceptible sobre el juego, están ocultos por defecto.;;;;;;;;;x
RULE_INTERMEDIATE_GENETIC_TRAITS_VISIBLE_DESC;All of EMF's extended genetic traits are shown. If you want to see even the most lightweight traits on every spectrum, this is for you. With either setting, all vanilla traits are shown.;;;;Todos los rasgos genéticos extendidos de EMF se mostrarán. Si quieres ver incluso los más insignificantes rasgos, esto es para ti. Se muestran todos los rasgos del juego base.;;;;;;;;;x
#
#### NAPS CAN'T BLOCK 4-INTEREST FACTIONS ####
#
RULE_NAP_BLOCK_FACTIONS_ON;Rulers in a non-aggression pact with their liege are barred from being members in realm factions, aside from EMF's 4-interest factions.;Les dirigeants dans un pacte de non-agression avec leur seigneur lige ne pourront pas être membres d'une faction du pays.;Herrscher, die in einem Nichtangriffspakt mit ihrem Lehensherren sind, können keine Mitglieder in deren Reichsfraktionen sein.;;Gobernantes en pactos de no agresión con su señor quedan excluidos de las facciones.;;;;;;;;;x
