#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#### CHARACTER MODIFIERS ####
emf_employ_soldier_desc;Invite a promising soldier to court, to aid with military matters.;;;;Invita a un soldado prometedor a tu corte para ayudar en cuestiones militares.;;;;;x
emf_employ_spy;Invite Spy to Court;;;;Invita a un espía a la corte;;;;;x
emf_employ_spy_desc;Invite a promising spy to court, to aid with matters of intrigue.;;;;Invita a un espía prometedor a la corte para ayudar con asuntos de intriga;;;;;x
emf_employ_diplomat;Invite Diplomat to Court;;;;Invita a un diplomático a la corte;;;;;x
emf_employ_diplomat_desc;Invite a promising diplomat to court, to aid with diplomatic matters.;;;;Invita a un diplomático prometedor a la corte para ayudar en cuestiones diplomáticas.;;;;;x
emf_request_dejure_vassal_transfer;Request De Jure Vassal Transfer;;;;;;;;;;;;;x
emf_request_dejure_vassal_transfer_desc;Your liege has a direct vassal which is actually your de jure vassal. You may petition [Root.Liege.GetHerHim] for a vassal transfer.;;;;;;;;;;;;;x
#### EVENTS ####
EVTNOCOUNCILREQUESTS;Do not bring such petitions before me ever again!;;;;;;;;;;;;;;x
EVTOPTB73200;Best not to annoy [Root.Liege.GetObjectPronoun];;;;;;;;;;;;;;x
#### MISCELLANEOUS ####
ERA_CHARINFO_122; ;;;;;;;;;;;;;x
#### OPINION MODIFIERS;;;;;;;;;;;;;;x
opinion_admires_liege;Admires Liege;;;;;;;;;;;;;x
opinion_banished_from_court;Banished Me from Court;;;;;;;;;;;;;x
opinion_hostile_family;Hostile Family Member;;;;;;;;;;;;;x
opinion_pushed_me;Pushed Me Too Hard;;;;;;;;;;;;;x
opinion_respects_courtier_tradition;Respects Courtier's Traditions;;;;;;;;;;;;;x
#### REGIONS ####
emf_region_sahara;Sahara;;;;;;;;;;;;;x
#### RELIGIOUS MODIFIERS ####
province_converted_from;Provinces Led Astray;;;;;;;;;;;;;x
province_converted_to;Provinces Converted;;;;;;;;;;;;;x
ra_islamic_handicap;Islam;;;;;;;;;;;;;x
#### TITLES ####
k_emf_saxon_england;!CoA: Saxon England;;;;;;;;;;;;;x
k_emf_saxon_england_adj;;;;;;;;;;;;;x
k_emf_norman_england;!CoA: Norman England;;;;;;;;;;;;;x
k_emf_norman_england_adj;;;;;;;;;;;;;x
k_emf_english_england;!CoA: Default England;;;;;;;;;;;;;x
k_emf_english_england_adj;;;;;;;;;;;;;x
k_emf_barcelona_aragon;!CoA: de Barcelona Aragon;;;;;;;;;;;;;x
k_emf_barcelona_aragon_adj;;;;;;;;;;;;;x
e_hre_french;Saint-Empire Romain;;;;;;;;;;;;;x
e_hre_french_adj;Impérial;;;;;;;;;;;;;x
#### TOOLTIPS ####
ENFORCE_PEACE_BUTTON_DESC_INSTANT;Enforcing Realm Peace will end all internal wars between your direct vassals. The peace will take effect 6 months after it has been decreed. Use this ability to keep your vassals from growing too strong within your realm.;Décréter la paix du royaume mettra un terme aux conflits internes entre vos vassaux directs. La paix prendra effet 6 mois après qu'elle soit édictée. Utilisez cette compétence pour empêcher vos vassaux de devenir trop puissants au sein de votre royaume.;Bei der Durchsetzung des Reichsfriedens werden alle reichsinternen Kriege zwischen Euren direkten Vasallen beendet. Der Frieden tritt 6 Monate nach dem Beschluss in Kraft. Ihr könnt mit dieser Maßnahme verhindern, dass einzelne Vasallen zu stark werden.;;Hacer cumplir la Paz del Reino terminará todas las guerras internas entre tus vasallos directos. La paz entrará en efecto seis meses después de haber sido decretada. Usa esta habilidad para impedir que tus vasallos crezcan demasiado dentro de tu reino.;;;;;;;;;x
NOT_ANY_LIEGE_STARTS;No liege(s);;Kein Oberherr;;;;;;;;;;;x
NOT_SAME_REALM_AS;Not the same top realm as ;N'a pas le même Royaume que ;Nicht dasselbe Reich wie;;No tiene el mismo reino que;;;;;;;;;x
SAME_REALM_AS;Same top realm as ;A le même Royaume que ;Gleiches Reich wie;;El mismo reino que;;;;;;;;;x
### Utility Helpers
emf_ctt_highlight_yellow;§Y;;;;;;;;;;;;;x
emf_ctt_highlight_green;§G;;;;;;;;;;;;;x
emf_ctt_highlight_red;§R;;;;;;;;;;;;;x
emf_ctt_highlight_pink;§P;;;;;;;;;;;;;x
emf_ctt_highlight_end;§!;;;;;;;;;;;;;x
emf_ctt_break;\n;;;;;;;;;;;;;x
emf_ctt_doublebreak;\n\n;;;;;;;;;;;;;x
### Custom Tooltips
emf_ctt_ROOT_completely_controls_counties_trigger;All de jure counties of the §Y[This.GetFullBaseName]§! are under §Y[Root.GetBestName]§!\n;;;;;;;;;;;;;x
emf_ctt_liege_can_transfer_dj_vassal_to_me;A de jure vassal is a de facto vassal of my liege, and we're at peace\n;;;;;;;;;;;;;x
emf_ctt_is_not_guardian;Is NOT Guardian of a child\n;;;;;;;;;;;;;x
emf_ctt_make_location_ROOT_capital_effect;§Y[This.Location.GetName]§! will become the new capital of §Y[Root.GetBestName]§!\n;;;;;;;;;;;;;x
emf_ctt_owner_under_ROOT;In §Y[Root.GetBestName]§!'s realm\n;;;;;;;;;;;;;x
emf_ctt_owner_under_FROM;In §Y[From.GetBestName]§!'s realm\n;;;;;;;;;;;;;x
emf_ctt_owner_under_PREV;In §Y[Prev.GetBestName]§!'s realm\n;;;;;;;;;;;;;x
emf_ctt_owner_under_PREVPREV;In §Y[PrevPrev.GetBestName]§!'s realm\n;;;;;;;;;;;;;x
emf_ctt_under_ROOT;§Y[Root.GetBestName]§! or under [Root.GetObjectPronoun]\n;;;;;;;;;;;;;x
emf_ctt_under_FROM;§Y[From.GetBestName]§! or under [From.GetObjectPronoun]\n;;;;;;;;;;;;;x
emf_ctt_under_PREV;§Y[Prev.GetBestName]§! or under [Prev.GetObjectPronoun]\n;;;;;;;;;;;;;x
emf_ctt_under_PREVPREV;§Y[PrevPrev.GetBestName]§! or under [PrevPrev.GetObjectPronoun]\n;;;;;;;;;;;;;x
emf_court_banishment_tt_samerel;§Y[Root.GetTitledFirstName]§! will be banished from your court and forced to take up residence somewhere else in your realm. [Root.GetSubjectPronounCap] will be very unlikely to accept return invitations.\n\n;;;;;;;;;;;;;x
emf_court_banishment_tt_samerel_noplace;§Y[Root.GetTitledFirstName]§! will be banished from your court. Because there are no other eligible courts, [Root.GetSubjectPronoun] will leave your realm and will be very unlikely to accept return invitations.\n\n;;;;;;;;;;;;;x
emf_court_banishment_tt_difrel;§Y[Root.GetTitledFirstName]§! will be banished from your court and, because [Root.GetSubjectPronoun] is of a different faith, will leave your realm for one of [Root.GetObjectPronoun] own religion. [Root.GetSubjectPronounCap] will be very unlikely to accept return invitations.\n\n;;;;;;;;;;;;;x
