#CODE;ENGLISH;;;;SPANISH;;;;;;;;;x
#
# ADVENTURER MAIN
#
emf_region_baltic_seazone;Baltic Sea Zone;;;;Área del Mar Báltico;;;;;;;;;x
EVTDESC_emf_adventurer_115;[From.GetTitledFirstName] recently arrived in [Root.Capital.GetName], and has formally presented [From.GetHerHim]self at court: 'My [Root.GetLordLady], I am on a campaign to take my rightful titles within the [adventurer_target_title.GetFullName] from [adventurer_target.GetTitledFirstName]. With your blessing, I wish to raise support here in [Root.PrimaryTitle.GetName] for my growing army.';;;;[From.GetTitledFirstName] ha llegado recientemente a [Root.Capital.GetName], y se ha presentado a sí mismo en la corte: 'Mi [Root.GetLordLady], estoy en una expedición para reclamar mis legítimos títulos en el [adventurer_target_title.GetFullName] de [adventurer_target.GetTitledFirstName]. Con tu bendición, espero poder encontrar apoyo para mi ejército aquí en el [Root.PrimaryTitle.GetName].';;;;;;;;;x
EVTDESC_emf_adventurer_115_vassal;[From.GetTitledFirstName] recently arrived in [Root.Capital.GetName], and has formally presented [From.GetHerHim]self at court: 'My [Root.GetLordLady], I am on a campaign to take my rightful titles within the [adventurer_target_title.GetFullName] from [adventurer_target.GetTitledFirstName], and have been given leave by [Root.TopLiege.GetTitledFirstName] to do so. With your blessing, I wish to raise support here in [Root.PrimaryTitle.GetName] for my growing army.';;;;[From.GetTitledFirstName] ha llegado recientemente a [Root.Capital.GetName], y se ha presentado a sí mismo en la corte: 'Mi [Root.GetLordLady], estoy en una expedición para reclamar mis legítimos títulos en el [adventurer_target_title.GetFullName] de [adventurer_target.GetTitledFirstName], y cuento con el permiso de [Root.TopLiege.GetTitledFirstName] para ello. Con tu bendición, espero poder encontrar apoyo para mi ejército aquí en el [Root.PrimaryTitle.GetName].';;;;;;;;;x
EVTOPTA_emf_adventurer_115;[From.GetSheHeCap] has my full support;;;;[From.GetElEllaCap] tiene mi apoyo pleno;;;;;;;;;x
EVTOPTB_emf_adventurer_115;[From.GetSheHeCap] may recruit in [Root.PrimaryTitle.GetName];;;;[From.GetElEllaCap] puede reclutar en [Root.PrimaryTitle.GetName];;;;;;;;;x
EVTOPTC_emf_adventurer_115;Refuse and send [From.GetHerHim] away;;;;Rechazar y despedirl[From.GetOA];;;;;;;;;x
EVTOPTD_emf_adventurer_115;Perhaps [adventurer_target.GetTitledFirstName] would pay a ransom for [From.GetHerHim]...?;;;;¿Quizá [adventurer_target.GetTitledFirstName] pagaría un rescate por [From.GetHerHim]...?;;;;;;;;;x
EVTDESC_emf_adventurer_116;News regarding [FromFrom.GetTitledFirstName]: [FromFrom.GetSheHe] continues to seek support in order to raise an army against you, and [FromFrom.GetHerHis] campaign has most recently brought [FromFrom.GetHerHim] to [From.PrimaryTitle.GetName], where [From.GetTitledFirstName] has declared [From.GetHerHis] full support for [FromFrom.GetTitledFirstName].;;;;Noticias respecto a [FromFrom.GetTitledFirstName]: [FromFrom.GetElElla] continua intentando buscar apoyo para reclutar un ejército contra ti, y [FromFrom.GetHerHis] campaña [FromFrom.GetHerHim] ha traído a [From.PrimaryTitle.GetName], donde [From.GetTitledFirstName] ha declarado su pleno apoyo a [FromFrom.GetTitledFirstName].;;;;;;;;;x
EVTOPTA_emf_adventurer_116;How dare [From.GetSheHe]!;;;;¡¿Cómo se atreve!?;;;;;;;;;x
EVTOPTB_emf_adventurer_116;I don't need to be told [FromFrom.GetTitledFirstName]'s every movement...;;;;No necesito que me cuenten sobre cada movimiento que haga [FromFrom.GetTitledFirstName]...;;;;;;;;;x
EVTDESC_emf_adventurer_117;News regarding [FromFrom.GetTitledFirstName]: [FromFrom.GetHerHis] campaign recently brought [FromFrom.GetHerHim] to [From.PrimaryTitle.GetName], and while [From.GetTitledFirstName] did not offer personal support, [From.GetSheHe] did allow [FromFrom.GetTitledFirstName] to look for recruits in the countryside.;;;;Noticias referentes a [FromFrom.GetTitledFirstName]: su campaña le ha llevado a [From.PrimaryTitle.GetName], y aunque [From.GetTitledFirstName] no le ha dado su apoyo personal, permite que [FromFrom.GetTitledFirstName] busque reclutas a las afueras.;;;;;;;;;x
EVTOPTA_emf_adventurer_117;We'll see how far [FromFrom.GetSheHe] gets...;;;;Veremos lo lejos que consigue llegar...;;;;;;;;;x
EVTDESC_emf_adventurer_118;My [Root.GetLordLady],\nAs you may have heard, I have been given leave by [From.GetTitledFirstName] to seek support in [From.PrimaryTitle.GetName] for my campaign to retake my titles from [adventurer_target.GetTitledFirstName]. If there is anything you can provide to support my cause, I would be forever grateful.\n\nSigned,\n[FromFrom.GetTitledFirstName];;;;Mi [Root.GetLordLady],\nComo seguramente habrás escuchado, [From.GetTitledFirstName] me ha dado permiso para buscar apoyo en [From.PrimaryTitle.GetName] para mi campaña para retomar los títulos del [adventurer_target.GetTitledFirstName]. Si pudieras aportar algo a mi causa, estaría tremendamente agradecido.\n\nFirmado,\n[FromFrom.GetTitledFirstName];;;;;;;;;x
EVTOPTA_emf_adventurer_118;Of course I will help [FromFrom.GetHerHim];;;;Por supuesto que te ayudaré.;;;;;;;;;x
EVTOPTB_emf_adventurer_118;Ignore [FromFrom.GetHerHim];;;;Ignorarl[FromFrom.GetOA];;;;;;;;;x
EVTDESC_emf_adventurer_120;You were all smiles, welcoming [FromFrom.GetTitledFirstName] into your court...whether [FromFrom.GetSheHe] saw through you is uncertain, but regardless [FromFrom.GetSheHe] managed to escape from a trap you set on the road just outside of [Root.Capital.GetName] and has now fled [Root.PrimaryTitle.GetName] completely.;;;;Recibiste amablemente a [FromFrom.GetTitledFirstName] en tu corte... lo que [FromFrom.GetSheHe] vio es desconocido, sin embargo [FromFrom.GetSheHe] ha conseguido escapar de la trampa preparada en la carretera justo a las afueras de [Root.Capital.GetName] y ha huido del [Root.PrimaryTitle.GetName].;;;;;;;;;x
EVTDESC_emf_adventurer_121;Success! You were all smiles as you welcomed [FromFrom.GetTitledFirstName] into your court, setting a trap for [FromFrom.GetHerHim] on the road just outside of [Root.Capital.GetName]. Your soldiers took [FromFrom.GetHerHim] prisoner, and already a message is off to [adventurer_target.GetTitledFirstName] to inquire about a possible ransom.;;;;¡Éxito! Recibiste amablemente a [FromFrom.GetTitledFirstName] en tu corte, tendiéndole una trampa en el camino a las afueras de [Root.Capital.GetName]. Tus soldados [FromFrom.GetLoLa] han tomado prisioner[FromFrom.GetOA], y ya se ha enviado un mensaje a [adventurer_target.GetTitledFirstName] para pedir un posible rescate.;;;;;;;;;x
EVTDESC_emf_adventurer_122;My [Root.GetLordLady],\nA certain young [FromFrom.GetManWoman] who has been raising an army against you, [FromFrom.GetTitledFirstName], foolishly came to [From.PrimaryTitle.GetName] to beg for handouts. Currently [FromFrom.GetSheHe] resides in my dungeon, but I would be pleased to offer [FromFrom.GetHerHim] to you for a small ransom.\n\nSigned,\n[From.GetBestName];;;;Mi [Root.GetLordLady],\n Un[FromFrom.GetOA] joven [FromFrom.GetManWoman] que ha estado levantando un ejército contra tu [FromFrom.GetTitledFirstName], vino imprudentemente al [From.PrimaryTitle.GetName] pidiendo limosna. Actualmente está en mi mazmorra, pero estaría encantado de enviártel[FromFrom.GetOA] por un pequeño rescate.\n\nFirmado,\n[From.GetBestName];;;;;;;;;x
EVTOPTA_emf_adventurer_122;Pay the ransom;;;;Pagar el rescate;;;;;;;;;x
EVTOPTB_emf_adventurer_122;[From.GetSheHeCap] may do with [FromFrom.GetTitledFirstName] as [From.GetSheHe] sees fit;;;;[From.GetElEllaCap] puede hacer con [FromFrom.GetTitledFirstName] lo que crea conveniente;;;;;;;;;x
EVTDESC_emf_adventurer_123;My [Root.GetLordLady],\nYour terms are most agreeable, and I thank you for your assistance in bringing [FromFromFrom.GetTitledFirstName] to proper justice.\n\nSigned,\n[From.GetTitledName];;;;Mi [Root.GetLordLady],\nTus términos parecen razonables, y te agradezco la ayuda por traer a [FromFromFrom.GetTitledFirstName] ante la justicia.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_emf_adventurer_124;My [Root.GetLordLady],\nWhile I would like [FromFromFrom.GetTitledFirstName] to see proper justice, I cannot agree to your terms for ransom. Do with the [FromFromFrom.GetManWoman] as you see fit.\n\nSigned,\n[From.GetTitledName];;;;Mi [Root.GetLordLady],\nAunque me gustaría ver a [FromFromFrom.GetTitledFirstName] ante la justicia, no puedo aceptar los términos de su rescate. Haga con [FromFromFrom.GetElElla] lo que crea conveniente.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA_emf_adventurer_124;Then [FromFromFrom.GetTitledFirstName] goes free, I suppose;;;;Así pues [FromFromFrom.GetTitledFirstName] es libre, supongo;;;;;;;;;x
EVTOPTB_emf_adventurer_124;Perhaps someone else will pay for [FromFromFrom.GetHerHim];;;;Quizá alguien más esté dispuesto a pagar por [FromFromFrom.GetElElla];;;;;;;;;x
EVTDESC_emf_adventurer_131;My [Root.GetLordLady],\nAs you may have heard, I have begun a campaign to see my rightful titles restored to me, even if that means raising an army against [Root.TopLiege.GetTitledFirstName]. Any assistance you can offer would be most welcome, and will be remembered.\n\nSigned,\n[From.GetTitledFirstName];;;;Mi [Root.GetLordLady],\nComo podrá haber escuchado, he iniciado una campaña para restaurar mis legítimos títulos, aunque eso suponga reclutar un ejército contra [Root.TopLiege.GetTitledFirstName]. Cualquier ayuda que pueda ofrecer será bienvenida, y recordada.\n\nFirmado,\n[From.GetTitledFirstName];;;;;;;;;x
EVTOPTA_emf_adventurer_131;Of course I will help [From.GetHerHim];;;;Por supuesto que te ayudaré;;;;;;;;;x
EVTOPTB_emf_adventurer_131;Ignore [From.GetHerHim];;;;Ignorarl[From.GetOA];;;;;;;;;x
EVTDESC_emf_adventurer_132;According to your spies, [From.GetBestName] has thrown [From.GetHerHis] support to [FromFrom.GetTitledFirstName], offering the [FromFrom.GetManWoman] a good deal of coin to support [FromFrom.GetHerHis] growing army.;;;;Según tus espías, [From.GetBestName] ha dado su apoyo a [FromFrom.GetTitledFirstName], ofreciéndole un buen dinero para apoyar su creciente ejército.;;;;;;;;;x
EVTOPTA_emf_adventurer_132;A waste of coin, [From.GetTitledFirstName];;;;Un desperdicio de dinero, [From.GetTitledFirstName];;;;;;;;;x
EVTDESC_emf_adventurer_134;[From.GetTitledFirstName], still campaigning to raise an army against you, is reportedly making good progress. Your [Root.GetSpymasterName] reports that [From.GetSheHe] is accompanied by several large mercenary bands lured with the promise of coin. At this rate, [From.GetSheHe] could potentially be ready to march within six months.;;;;[From.GetTitledFirstName] está haciendo buenos progresos en su campaña contra ti. Tu [Root.GetSpymasterName] informa que [From.GetElElla] está acompañado de numerosas bandas mercenarias seducidas por la promesa del oro. A este paso, [From.GetElElla] podría estar preparad[From.GetOA] para marchar en unos seis meses.;;;;;;;;;x
EVTOPTA_emf_adventurer_134;That's not good...;;;;Eso no es bueno...;;;;;;;;;x
EVTDESC_emf_adventurer_141;After years of trying and failing to raise an army large enough to challenge you, [From.GetTitledFirstName] has finally admitted defeat and given up on [From.GetHerHis] quest. [From.GetSheHeCap] remains in the [new_court_home.PrimaryTitle.GetFullName], where [From.GetSheHe] will likely live out the remainder of [From.GetHerHis] life in obscurity.;;;;Tras años de fracasos intentando levantar un ejército lo suficientemente grande para desafiarte, [From.GetTitledFirstName] ha admitido su derrota y abandona su empresa. [From.GetElEllaCap] se quedará en [new_court_home.PrimaryTitle.GetFullName], donde seguramente viva el resto de su vida en la oscuridad.;;;;;;;;;x
EVTOPTA_emf_adventurer_141;Nice try, [From.GetFirstName];;;;Buen intento, [From.GetFirstName];;;;;;;;;x
EVTDESC_emf_adventurer_142;Good news! At last report, [From.GetTitledFirstName] is bed-ridden in the [new_court_home.PrimaryTitle.GetFullName] and barely able to speak...much less continue [From.GetHerHis] quest to raise an army against you. It appears [From.GetHerHis] threat to make good on [From.GetHerHis] claims against you are now much like [From.GetHerHis] mind: gone.;;;;¡Buenas noticias! Según el último informe, [From.GetTitledFirstName] está tumbado en la cama en el [new_court_home.PrimaryTitle.GetFullName] y a penas puede hablar, mucho menos continuar su campaña contra ti. Parece que su amenaza para conquistar tus títulos está más o menos como su cabeza: ida.;;;;;;;;;x
EVTOPTA_emf_adventurer_142;I would feel bad for [From.GetHerHim], but...no;;;;Me sentiría mal por [From.GetElElla]... pero no;;;;;;;;;x
EVTDESC_emf_adventurer_143;Considering [From.GetFirstName] is now the [From.PrimaryTitle.GetRulerTitle] of [From.PrimaryTitle.GetName], and much too concerned with the day-to-day business of rulership, [From.GetHerHis] quest to raise an army against you has apparently been completely abandoned.;;;;Considerando que [From.GetFirstName] es ahora [From.PrimaryTitle.GetRulerTitle] de [From.PrimaryTitle.GetName], y está más ocupado con el día a día de su gobierno, su misión de reclutar un ejército contra ti ha sido abandonada completamente.;;;;;;;;;x
EVTOPTA_emf_adventurer_143;So much for all those donations to [From.GetHerHis] cause, hm?;;;;Una pena por todas esas donaciones a su casa, ¿eh?;;;;;;;;;x
EVTDESC_emf_adventurer_145;News has reached you of [From.GetTitledFirstName]'s death, thereby ending [From.GetHerHis] dream of taking [From.GetHerHis] claimed titles from you by force of arms.;;;;Te llegan noticias de la muerte de [From.GetTitledFirstName], y por tanto del fin de su ambición por tomar tus títulos por las armas.;;;;;;;;;x
EVTOPTA_emf_adventurer_145;I won't say I'm sorry to hear that;;;;No diré que me apena escuchar eso;;;;;;;;;x
EVTDESC_emf_adventurer_148;The commander of the forces recruited to take your titles reports to you: 'We have served you long and well, my [Root.GetLordLady], but with the end to your wars so does our time of service end. We wish you well.';;;;El comandante de las fuerzas reclutadas para ayudarte a tomar tus títulos te informa: 'Te hemos servido bien durante mucho tiempo, mi [Root.GetLordLady], pero con el fin de tus guerras, termina nuestro servicio. Te deseamos lo mejor.';;;;;;;;;x
EVTOPTA_emf_adventurer_148;It was good while it lasted;;;;Fue bonito mientras duró;;;;;;;;;x
EVTDESC_emf_adventurer_161;Word has reached me that an ambitious adventurer, [From.GetTitledFirstName], is gathering men for some sort of attack on my territory!;;;;¡Me han llegado rumores de que un aventurero ambicioso, [From.GetTitledFirstName], está reuniendo hombres para atacar mi territorio!;;;;;;;;;x
EVTOPTA_emf_adventurer_161;I think of assassins...;;;;Estoy pensando en asesinos...;;;;;;;;;x
EVTDESC_emf_adventurer_163;After years of careful planning, [From.GetDynName] has raised a large army of exiles, mercenaries and hopefuls, declaring [From.GetPossPronoun] intention to go off and carve out a realm of [From.GetPossPronoun] own...;;;;Tras años de cuidadosa planificación, [From.GetDynName] ha reclutado un ejército de exiliados, mercenarios y aventureros, declarando [From.GetPossPronoun] intención de conseguir un reino por [From.GetPossPronoun] propio...;;;;;;;;;x
EVTOPTA_emf_adventurer_163;Well... good luck with that!;;;;Bueno... ¡buena suerte con eso!;;;;;;;;;x
EVTDESC_emf_adventurer_164;After years of careful planning, [FromFrom.GetDynName] from the court of [From.GetTitledName] has raised a large army of exiles, mercenaries and hopefuls, declaring [FromFrom.GetPossPronoun] intention to go off and carve out a realm of [FromFrom.GetPossPronoun] own...;;;;Tras años de cuidadosa planificación, [FromFrom.GetDynName] de la corte de [From.GetTitledName] ha levantado un ejército de exiliados, mercenarios y aventureros, declarando su intención de conseguir un reino propio.;;;;;;;;;x
EVTDESC_emf_adventurer_2500;For as long as we have ruled here in [Root.Capital.GetName], we have entrusted the raising of our children to local nursemaids. Our first words would not be [Root.Culture.GetName] but [melting_pot_province.Culture.GetName]. As we grew up, we learned to speak a tongue that was neither one nor the other but a syncretic mix of the two. Perhaps it is time to embrace this new tongue so we all may communicate.;;;;A lo largo de nuestro gobierno en [Root.Capital.GetName], hemos confiado la educación de nuestros hijos a niñeras locales. Nuestras primeras palabras no serán [Root.Culture.GetName] sinó [melting_pot_province.Culture.GetName]. A medida que crecimos, hemos aprendido una nueva lengua que no era ni lo uno ni lo otro, sino una mezcla de las dos. Quizá sea hora de adoptar esta nueva lengua para poder comunicarnos todos.;;;;;;;;;x
EVTOPTA_emf_adventurer_2500;We shall all be Norman;;;;Todos deberíamos ser normandos;;;;;;;;;x
EVTOPTB_emf_adventurer_2500;No, I wish to remain [Root.Culture.GetName];;;;No, deseo permanecer [Root.Culture.GetName];;;;;;;;;x
EVTDESC_emf_adventurer_2501;It seems that this new [new_culture.Culture.GetName] language has now spread into [Root.GetName], a new culture born from a mix of the old.;;;;Parece que esta nueva lengua [new_culture.Culture.GetName] se ha esparcido a [Root.GetName], una nueva cultura nacida del mestizaje con lo antiguo.;;;;;;;;;x
EVTDESC_emf_adventurer_2502;Although many dislike change, this new [Root.Culture.GetName] language does have a certain functionality that cannot be denied. I have therefore prevailed upon a member of my court to adopt this for everyday administrative use.;;;;Aunque a muchos les desagrada el cambio, este nuevo idioma [Root.Culture.GetName] tiene cierta funcionalidad que no se le puede negar. Es por ello que he ordenado a un miembro de mi corte que adopte esta lengua para uso administrativo.;;;;;;;;;x
EVTNAME_emf_adventurer_2751;The Invasion of Neustria;;;;La invasión de Neustria;;;;;;;;;x
EVTDESC_emf_adventurer_2751;A Viking warrior by the name of [Root.GetFirstName] has collected a rather large band of followers over his years as a raider in the North Sea, and now rumor has it that he has set his sights on the northern coast of Neustria. Already citizens in the city of Rouen are panicking, fearing the imminent arrival of these barbarians.;;;;Un guerrero vikingo de nombre [Root.GetFirstName] ha conseguido una gran banda de seguidores a lo largo de sus años como asaltante en el Mar del norte, y los rumores apuntan que ha puesto su mirada en las costas al norte de Neustria. Los habitantes de la ciudad de Rouen están asustados, temiendo la llegada inminente de estos bárbaros.;;;;;;;;;x
EVTDESC_emf_adventurer_2751_immediate;A Viking warrior by the name of [Root.GetFirstName] has collected a rather large band of followers over his years as a raider in the North Sea, and now he has landed upon the northern coast of Neustria and seized several of its castles and cities. Many fear this Norseman will use Rouen as a base from which to launch further raids and thus terrorize the entirety of northern Francia.;;;;Un guerrero vikingo de nombre [Root.GetFirstName] ha conseguido una gran banda de seguidores a lo largo de sus años como asaltante en el Mar del norte, y ahora ha atracado en las costas al norte de Neustria, asaltando castillos y ciudades. Muchos temen que este nórdico usará Rouen como base para lanzar futuras expediciones de asalto y aterrorizar el norte de Francia.;;;;;;;;;x
EVTOPTA_emf_adventurer_2751;Glory for the Gods!;;;;¡Gloria a los Dioses!;;;;;;;;;x
EVTOPTB_emf_adventurer_2751;They're coming *here*?!;;;;¡¿Vienen hacia *aquí*!?;;;;;;;;;x
EVTDESC_emf_adventurer_2753;Ruling in a strange land has been difficult, but the longer you remain in [Root.Capital.GetName] the more you hear about this Christian God and His ways. Considering that, more and more, your court is beginning to take on the language and mannerisms of the Franks, perhaps it would be easier to accept this new religion than fight against it?;;;;Gobernar en tierra extraña ha sido difícil, pero cuanto más permaneces en [Root.Capital.GetName] más escuchas sobre ese Dios cristiano y Sus actos. Tomando en consideración que cada vez es más común que tu séquito adopte la lengua y cultura de los Francos, ¿quizá sería más fácil aceptar la nueva religión que enfrentarse a ella?;;;;;;;;;x
EVTOPTA_emf_adventurer_2753;I shall embrace this new God;;;;Debería adorar este nuevo Dios;;;;;;;;;x
EVTOPTB_emf_adventurer_2753;Never! My faith in Odin is absolute!;;;;¡Mi fe en Odín es absoluta!;;;;;;;;;x
EVTDESC_emf_adventurer_2754;The war is not going well. Those within your war council have uneasily advised that perhaps the best route would be to kneel before [christian_liege.GetTitledFirstName] and offer to accept the Christian faith. To not do so might mean the loss of everything you've attempted to build in [Root.PrimaryTitle.GetName].;;;;La guerra no va bien. Tu consejo de guerra te ha aconsejado que quizá la mejor opción sea hincar la rodilla ante [christian_liege.GetTitledFirstName] y aceptar la fe de Cristo. No hacerlo puede conllevar la pérdida de todo lo que has logrado en [Root.PrimaryTitle.GetName].;;;;;;;;;x
EVTOPTA_emf_adventurer_2754;I will bend knee before this [christian_liege.PrimaryTitle.GetRulerTitle];;;;Me arrodillaré ante este [christian_liege.PrimaryTitle.GetRulerTitle];;;;;;;;;x
EVTOPTB_emf_adventurer_2754;Bend the knee? Never!;;;;¿Arrodillarme yo? ¡Nunca!;;;;;;;;;x
EVTDESC_emf_adventurer_2755;My [Root.GetLordLady],\nI am not a fool. You will win this war in time, but I have a better solution: I offer my soldiers and my loyalty. I will bend the knee as your vassal and accept your [Root.Religion.GetName] faith as my own, if you will but spare my life and that of my court.\n\nSigned,\n[From.GetBestName];;;;Mi [Root.GetLordLady],\nNo soy idiota. Ganarás esta guerra, pero tengo una solución mejor: mis soldados y mi lealtad. Me arrodillaré como tu vasallo y aceptaré tu fe [Root.Religion.GetName] si me perdonas la vida a mi y a mi corte.\n\nFirmado,\n[From.GetBestName];;;;;;;;;x
EVTDESC_emf_adventurer_2755_prisoner;My [Root.GetLordLady],\nI am your prisoner, and you may do with me what you wish -- but I offer you a better solution: my soldiers and my loyalty. I will bend the knee as your vassal and accept your [Root.Religion.GetName] faith as my own, if you will but spare my life and that of my court.\n\nSigned,\n[From.GetBestName];;;;Mi [Root.GetLordLady],\nSoy tu prisioner[From.GetOA], y puedes hacer lo que quieras -- pero te ofrezco algo mejor: mis soldados y lealtad. Me arrodillaré como tu vasallo y aceptaré tu fe [Root.Religion.GetName] si me perdonas la vida a mi y a mi corte.\n\nFirmado,\n[From.GetBestName];;;;;;;;;x
EVTOPTA_emf_adventurer_2755;If he bends the knee, he may live;;;;Si se arrodilla, puede que viva;;;;;;;;;x
EVTOPTB_emf_adventurer_2755;No -- the war continues;;;;No -- la guerra continua;;;;;;;;;x
EVTNAME_emf_adventurer_2756;[Root.GetFirstName] Surrenders;;;;[Root.GetFirstName] se rinde;;;;;;;;;x
EVTDESC_emf_adventurer_2756;Facing an ignominious loss in his war against the Christians, [Root.GetTitledName] has bent the knee to [From.GetTitledName] and converted to the Christian faith. In truth, there are many who say the Norsemen of [Root.PrimaryTitle.GetName] have already taken on many [From.Culture.GetName] customs, and that this embracing of a new faith and liege was simply making official what was already in truth.;;;;Enfrentándose a una vergonzosa derrota en la guerra contra los cristianos, [Root.GetTitledName] se ha arrodillado ante [From.GetTitledName] y se ha convertido al cristianismo. En realidad, muchos dicen que los nórdicos de [Root.PrimaryTitle.GetName] han tomado ya muchas costumbres [From.Culture.GetName], y que el abrazo de la nueva fe hace oficial lo que ya se sabía.;;;;;;;;;x
EVTOPTA_emf_adventurer_2756;So be it;;;;Que así sea;;;;;;;;;x
EVTOPTB_emf_adventurer_2756;So long as he is loyal, I am pleased;;;;Siempre y cuando me sea leal, estoy complacido;;;;;;;;;x
