#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
titles_voting_power_1;Titles and Offices Committee;Comité des titres et offices;Komitee zur Titelvergabe;;Comisión de Títulos y cargos;;;;;;;;;x
titles_voting_power_1_desc;Council members vote on issues related to Titles, Offices, and Feudal contracts.;Les membres du conseil votent sur les questions de titres, d'offices et de contrats féodaux.;Ratsmitglieder stimmen über die Vergabe von Titeln ab.;;Los miembros del Consejo votan en los asuntos de títulos, cargos y contratos feudales.;;;;;;;;;x
titles_voting_power_1_option;Council;Conseil;Rat;;Consejo;;;;;;;;;x
#######################################################################################################################################
TOOLTIPjustice_voting_power_PRISONERS_enable;§YHandling of Prisoners§! can be voted on by the council\n;§YManipulation des prisonniers§! peut être mis au vote au conseil\n;§YUmgang mit Gefangenen§! kann vom Rat beschlossen werden\n;;§YManejo de prisioneros§! puede ser votado por el consejo\n;;;;;;;;;x
TOOLTIPjustice_voting_power_PRISONERS_disable;§YHandling of Prisoners§! can not be voted on by the council\n;§YManipulation des prisonniers§! ne peut pas être mis au vote au conseil\n;§YUmgang mit Gefangenen§! kann vom Rat nicht beschlossen werden\n;;§YManejo de prisioneros§! no puede ser votado por el consejo\n;;;;;;;;;x
#######################################################################################################################################
break_non_aggression_pact_voting;Breaking of Non-Aggression Pacts;Rupture de pactes de non agression;Bruch der Nichtangriffspakte;;Rompiendo Pactos de No Agresión;;;;;;;;;x
form_non_aggression_pact_interaction_voting;Forming of Non-Aggression Pacts;Formation de pactes de non agression;Bildung von Nichtangriffspakte;;Formación de Pactos de No Agresión;;;;;;;;;x
dissolve_alliance_interaction_voting;Dissolution of Alliances;Rupture de alliances;Bruch der Allianzen;;Rompiendo alianzas;;;;;;;;;x
form_alliance_interaction_voting;Forming of Alliances;Formation de alliances;Bildung von Allianzen;;Formación de alianzas;;;;;;;;;x
retract_vassal_interaction_voting;Retraction of Vassals;Retirer vassaux;Zurückziehen von Vasallen;;Retractar vasallos;;;;;;;;;x
transfer_vassal_interaction_voting;Transferring of Vassals;Transférer vassaux;Übertragung von Vasallen;;Transferir vasallos;;;;;;;;;x
ask_for_vassalization_interaction_voting;Offering Fealty to Foreign Realms;Faire hommage à des royaumes étrangers;Den ausländischen Gebieten Treue anbieten;;Ofrecer lealtad a reinos foráneos;;;;;;;;;x
release_vassal_interaction_voting;Granting of Independence;Octroyer indépendance;Gewährung der Unabhängigkeit;;Otorgar independencia;;;;;;;;;x
release_tributary_voting;Releasing of Tributaries;Libération des affluents;Freisetzung von Nebenflüssen;;Liberación de tributarios;;;;;;;;;x
ransom_character_interaction_voting;Ransoming of Prisoners;Rançonner prisonniers;Lösegeld von Gefangenen;;Rescatar prisioneros;;;;;;;;;x
release_from_prison_interaction_voting;Releasing of Prisoners;Libération des prisonniers;Freisetzung von Gefangenen;;Liberación de prisioneros;;;;;;;;;x
lollard_revoke_temple_voting;Revocation of Temples from Unworthy Priests;Révocation des temples des prêtres indignes;Aufhebung von Tempeln von unwürdigen Priestern;;Revocación de templos de sacerdotes indignos;;;;;;;;;x
absorb_clan_interaction_voting;Absorbing of Clans;Absorption des clans;Absorbieren von Klans;;Absorción de los clanes;;;;;;;;;x
split_clan_interaction_voting;Splitting of Clans;Division des clans;Spaltung von Klans;;División de los clanes;;;;;;;;;x
prepare_invasion_interaction_voting;Prepared Invasions;Invasions planifiées;Vorbereitete Invasionen;;Invasiones Preparadas;;;;;;;;;x
ask_to_join_war_interaction_voting;Asking to Join Wars;Demander à rejoindre les guerres;Um Kriegen beizutreten;;Pedir unirse a las guerras;;;;;;;;;x
offer_vassalization_interaction_voting;Vassalization of Foreign Realms;Vassalisation des royaumes étrangers;Vassalisierung von ausländischen Gebieten;;Vassalization de reinos foráneos;;;;;;;;;x
#######################################################################################################################################
adaptive;§YAdaptive§!;§YAdaptatif§!;§YAdaptive§!;;§YAdaptado§!;;;;;;;;;x
adaptive_desc;An Adaptive councilor is the most flexible of all councilor types. Unless voting on matters that directly affect them or people close to them, this councilor will never initially take a stance on any issue, instead allowing themselves to be persuaded by whichever side is the most convincing. This councilor can provide reprieve for highly diplomatic rulers looking for supporters to add to their council, but they can also be a thorn in their side if someone else on the council happens to be more convincing.;Un conseiller adaptatif est le plus souple de tous les types de conseillers. À moins de voter sur des questions qui les concernent directement ou sur des personnes qui leur sont proches, ce conseiller ne prendra jamais position au départ sur quelque question que ce soit, mais se laissera convaincre par le côté le plus convaincant. Ce conseiller peut donner un sursis aux dirigeants hautement diplomatiques qui cherchent des partisans à ajouter à leur conseil, mais ils peuvent également être une épine dans leur camp si quelqu'un d'autre au conseil se révèle plus convaincant.;Ein adaptiver Stadtrat ist der flexibelste aller Ratsherren. Wenn sie nicht über Angelegenheiten abstimmen, die sie oder nahe stehende Personen direkt betreffen, wird dieser Ratsmitglied zu keinem Thema Stellung nehmen, sondern sich von der Seite überzeugen lassen, die am überzeugendsten ist. Dieser Stadtrat kann Aufschub für diplomatische Herrscher bieten, die nach Unterstützern suchen, die sie ihrem Rat hinzufügen können, aber sie können auch ein Dorn im Auge sein, wenn jemand anderes im Rat überzeugender ist.;;Un concejal adaptativo es el más flexible de todos los tipos de concejales. A menos que vote sobre asuntos que los afectan directamente o personas cercanas a ellos, este concejal nunca adoptará una posición inicial sobre ningún tema, sino que se dejará persuadir por el lado que sea más convincente. Este concejal puede proporcionar indulto a los gobernantes altamente diplomáticos que buscan partidarios para agregar a su consejo, pero también pueden ser una espina en su costado si alguien más en el consejo resulta ser más convincente.;;;;;;;;;x
moneymaker;§YMoneymaker§!;§YGagneur d'Argent§!;§YGeldverdiener§!;;§YTrabajador§!;;;;;;;;;x
moneymaker_desc;A Moneymaker councilor primarily cares about one thing: profit. They will oppose most wars and generally favor decisions that increase the economic prosperity of the realm, or at least ones that do not decrease it. This councilor also prefers a strong and centralized realm.;Un gagneur d'argent se soucie avant tout d'une chose: le profit. Ils s'opposeront à la plupart des guerres et favoriseront généralement les décisions qui augmentent la prospérité économique du royaume, ou du moins celles qui ne le diminuent pas. Ce conseiller préfère également un royaume fort et centralisé.;Ein Geldverdiener kümmert sich in erster Linie um eines: Profit. Sie werden sich den meisten Kriegen widersetzen und generell Entscheidungen bevorzugen, die den wirtschaftlichen Wohlstand des Reiches erhöhen, oder zumindest solche, die es nicht verringern. Dieser Stadtrat bevorzugt auch einen starken und zentralisierten Bereich.;;Un trabajador se preocupa principalmente por una cosa: ganancia. Se opondrán a la mayoría de las guerras y generalmente favorecerán las decisiones que aumenten la prosperidad económica del reino, o al menos las que no lo disminuyan. Este concejal también prefiere un reino fuerte y centralizado.;;;;;;;;;x
#######################################################################################################################################
pattern_selfish_affects_me_positively_custom_tooltip;This affects me positively!\n;Ceci m'affecte positivement!\n;Es hätte positive Auswirkungen auf mich.\n;;¡Esto me afecta positivamente!\n;;;;;;;;;x
pattern_selfish_lose_job_custom_tooltip;I could get fired!\n;Je pourrais être viré!\n;Ich könnte gefeuert werden!\n;;¡Me podrían despedir!\n;;;;;;;;;x
pattern_selfish_gain_job_custom_tooltip;I could gain a more appropriate job!\n;Je pourrais gagner un emploi plus approprié!\n;Ich könnte einen passenderen Job gewinnen!\n;;¡Podría obtener un trabajo más apropiado!\n;;;;;;;;;x
pattern_selfish_become_heir_custom_tooltip;This would enable succession laws that would allow me to become an heir to the title!\n;;;;;;;;;;;;;x
pattern_selfish_female_lose_cognatic_custom_tooltip;This could disable succession laws that are vital for allowing me to become an heir to the title!\n;;;;;;;;;;;;;x
pattern_selfish_vassal_is_mine_custom_tooltip;This vassal should be mine!\n;Ce vassal devrait être à moi !\n;;;Este vasallo debe ser mío!\n;;;;;;;;;x
pattern_selfish_indepedence_custom_tooltip;I desire independence.\n;Je veux l'indépendance.\n;Ich wünsche Unabhängigkeit.\n;;Deseo la independencia.\n;;;;;;;;;x
pattern_selfish_no_independence_custom_tooltip;I don't want independence, as my liege is either my culture group, both my religion and my culture, or my rightful, de jure liege.\n;Je ne veux pas l'indépendance et mon suzerain a soit le même groupe de culture que moi, soit la même religion et la même culture ou bien il est mon seigneur de jure.\n;Ich will keine Unabhängigkeit, denn mein Lehnsmann ist entweder meine Kulturgruppe, meine Religion und meine Kultur oder mein rechtmäßiger, dejure Lehnsherr.\n;;No busco la independencia y mi Señor o es de mi mismo grupo de cultura, o de la misma religión y la misma cultura o bien es mi Señor de jure.\n;;;;;;;;;x
pattern_selfish_helps_my_ally_custom_tooltip;This helps my ally!\n;Ceci aide mon allié!\n;Es würde meinem Verbündeten helfen!\n;;¡Esto ayuda a mi aliado!\n;;;;;;;;;x
pattern_selfish_hurts_my_ally_custom_tooltip;This hurts my ally!\n;Ceci fait mal à mon allié!\n;Es würde meinen Verbündeten verletzen!\n;;¡Esto lastima a mi aliado!\n;;;;;;;;;x
pattern_selfish_hre_elector_custom_tooltip;This affects my electoral power!\n;Ceci affecte mon pouvoir électoral!\n;Es beeinflusst meine Wahlkraft!\n;;¡Esto afecta mi poder electoral!\n;;;;;;;;;x
#######################################################################################################################################
pattern_family_member_affected_positively_custom_tooltip;My family member would be affected postively!\n;Un membre de ma famille pourrait être affecté positivement!\n;Es hätte auf Familienangehörige positive Auswirkungen.\n;;¡Un miembro de mi familia se vería afectado positivamente!\n;;;;;;;;;x
pattern_family_is_winning_custom_tooltip;A family member is winning a war!\n;;;;;;;;;;;;;x
pattern_family_ally_is_winning_custom_tooltip;An ally of a family member is winning a war!\n;;;;;;;;;;;;;x
pattern_family_save_my_hide_custom_tooltip;A family member is losing a war, this would save their hide!\n;;;;;;;;;;;;;x
pattern_family_save_ally_custom_tooltip;An ally of a family member is losing a war, this would help them!\n;;;;;;;;;;;;;x
pattern_family_lose_job_custom_tooltip;A family member could get fired!\n;;;;;;;;;;;;;x
pattern_family_gain_job_custom_tooltip;A family member could gain a more appropriate job!\n;;;;;;;;;;;;;x
pattern_family_become_heir_custom_tooltip;This would enable succession laws that would allow a family member to become an heir to the title!\n;;;;;;;;;;;;;x
pattern_family_female_lose_cognatic_custom_tooltip;This could disable succession laws that are vital for allowing a family member to become an heir to the title!\n;;;;;;;;;;;;;x
pattern_family_member_vassal_is_mine_custom_tooltip;This vassal should be my family member's!\n;;;;;;;;;;;;;x
pattern_family_member_indepedence_custom_tooltip;My family member desires independence.\n;Mon membre de famille désire l'indépendance.\n;Mein Familienangehörige wünscht Unabhängigkeit.\n;;Mi familiar desea independencia.\n;;;;;;;;;x
pattern_family_member_no_independence_custom_tooltip;My family member doesn't want independence, as their liege is either their culture group, their religion, or their rightful, de jure liege.\n;Le membre de ma famille ne veut pas l'indépendance et son suzerain a soit le même groupe de culture que lui, soit la même religion et la même culture ou bien il est son seigneur de jure.\n;Mein Familienangehörige will keine Unabhängigkeit, denn mein Lehnsmann ist entweder ihre Kulturgruppe, ihre Religion und ihre Kultur oder ihr rechtmäßiger, dejure Lehnsherr.\n;;Mi familiar no quiere independencia y su Señor o es de su mismo grupo de cultura, o de la misma religión y la misma cultura o bien es su Señor de jure.\n;;;;;;;;;x
pattern_family_member_helps_my_ally_custom_tooltip;This helps a family member's ally!\n;Ceci aide l'allié d'un membre de ma famille!\n;Es würde einem Verbündeten eines Familienangehöriges helfen!\n;;¡Esto ayuda al aliado de un miembro de mi familia!\n;;;;;;;;;x
pattern_family_member_hurts_my_ally_custom_tooltip;This hurts a family member's ally!\n;Ceci fait mal à l'allié d'un membre de ma famille!\n;Es würde einen Verbündeten eines Familienangehöriges verletzen!\n;;¡Esto lastima al aliado de un miembro de mi familia!\n;;;;;;;;;x
#######################################################################################################################################
pattern_friend_affected_positively_custom_tooltip;My friend would be affected positively!\n;Mon ami pourrait être affecté positivement!\n;Mein Freund wäre positiv betroffen!\n;;¡Mi amigo se vería afectado positivamente!\n;;;;;;;;;x
pattern_friend_gain_title_custom_tooltip;My friend would gain a title!\n;;;;;;;;;;;;;x
pattern_friend_against_friend_custom_tooltip;This war is against my friend!\n;;;;;;;;;;;;;x
pattern_friend_lose_title_custom_tooltip;My friend would lose a title!\n;;;;;;;;;;;;;x
pattern_friend_affected_negatively_custom_tooltip;My friend would be affected negatively!\n;;;;;;;;;;;;;x
pattern_friend_is_winning_custom_tooltip;My friend is winning a war!\n;;;;;;;;;;;;;x
pattern_friend_ally_is_winning_custom_tooltip;An ally of my friend is winning a war!\n;;;;;;;;;;;;;x
pattern_friend_save_my_hide_custom_tooltip;My friend is losing a war, this would save their hide!\n;;;;;;;;;;;;;x
pattern_friend_save_ally_custom_tooltip;An ally of my friend is losing a war, this would help them!\n;;;;;;;;;;;;;x
pattern_friend_lose_job_custom_tooltip;My friend could get fired!\n;;;;;;;;;;;;;x
pattern_friend_gain_job_custom_tooltip;My friend could gain a more appropriate job!\n;;;;;;;;;;;;;x
pattern_friend_become_heir_custom_tooltip;My friend could become an heir to the title!\n;;;;;;;;;;;;;x
pattern_friend_female_lose_cognatic_custom_tooltip;My friend could be prevented from becoming an heir to the title!\n;;;;;;;;;;;;;x
pattern_friend_vassal_is_mine_custom_tooltip;This vassal should be my friend's!\n;;;;;;;;;;;;;x
pattern_friend_indepedence_custom_tooltip;My friend desires independence.\n;Mon ami désire l'indépendance.\n;Mein Freund wünscht Unabhängigkeit.\n;;Mi amigo desea independencia.\n;;;;;;;;;x
pattern_friend_no_independence_custom_tooltip;My friend doesn't want independence, as their liege is either their culture group, their religion, or their rightful, de jure liege.\n;Mon ami ne veut pas l'indépendance et son suzerain a soit le même groupe de culture que lui, soit la même religion et la même culture ou bien il est son seigneur de jure.\n;Mein Freund will keine Unabhängigkeit, denn mein Lehnsmann ist entweder ihre Kulturgruppe, ihre Religion und ihre Kultur oder ihr rechtmäßiger, dejure Lehnsherr.\n;;Mi amigo no quiere independencia y su Señor o es de su mismo grupo de cultura, o de la misma religión y la misma cultura o bien es su Señor de jure.\n;;;;;;;;;x
pattern_friend_helps_my_ally_custom_tooltip;This helps my friend's ally!\n;Ceci aide l'allié de mon ami!\n;Es würde einem Verbündeten meines Freunds helfen!\n;;¡Esto ayuda al aliado de mi amigo!\n;;;;;;;;;x
pattern_friend_hurts_my_ally_custom_tooltip;This hurts my friend's ally!\n;Ceci fait mal à l'allié de mon ami!\n;Es würde einen Verbündeten meines Freunds verletzen!\n;;¡Esto lastima al aliado de mi amigo!\n;;;;;;;;;x
#######################################################################################################################################
pattern_lover_affected_positively_custom_tooltip;My lover would be affected positively!\n;Mon amoureux pourrait être affecté positivement!\n;Mein Liebhaber wäre positiv betroffen!\n;;¡Mi amante se vería afectado positivamente!\n;;;;;;;;;x
pattern_lover_gain_title_custom_tooltip;My lover would gain a title!\n;;;;;;;;;;;;;x
pattern_lover_against_lover_custom_tooltip;This war is against my lover!\n;;;;;;;;;;;;;x
pattern_lover_lose_title_custom_tooltip;My lover would lose a title!\n;;;;;;;;;;;;;x
pattern_lover_affected_negatively_custom_tooltip;My lover would be affected negatively!\n;;;;;;;;;;;;;x
pattern_lover_is_winning_custom_tooltip;My lover is winning a war!\n;;;;;;;;;;;;;x
pattern_lover_ally_is_winning_custom_tooltip;An ally of my lover is winning a war!\n;;;;;;;;;;;;;x
pattern_lover_save_my_hide_custom_tooltip;My lover is losing a war, this would save their hide!\n;;;;;;;;;;;;;x
pattern_lover_save_ally_custom_tooltip;An ally of my lover is losing a war, this would help them!\n;;;;;;;;;;;;;x
pattern_lover_lose_job_custom_tooltip;My lover could get fired!\n;;;;;;;;;;;;;x
pattern_lover_gain_job_custom_tooltip;My lover could gain a more appropriate job!\n;;;;;;;;;;;;;x
pattern_lover_become_heir_custom_tooltip;My lover could become an heir to the title!\n;;;;;;;;;;;;;x
pattern_lover_female_lose_cognatic_custom_tooltip;My lover could be prevented from becoming an heir to the title!\n;;;;;;;;;;;;;x
pattern_lover_vassal_is_mine_custom_tooltip;This vassal should be my lover's!\n;;;;;;;;;;;;;x
pattern_lover_indepedence_custom_tooltip;My lover desires independence.\n;Mon amoureux désire l'indépendance.\n;Mein Liebhaber wünscht Unabhängigkeit.\n;;Mi amante desea independencia.\n;;;;;;;;;x
pattern_lover_no_independence_custom_tooltip;My lover doesn't want independence, as their liege is either their culture group, their religion, or their rightful, de jure liege.\n;Mon amoureux ne veut pas l'indépendance et son suzerain a soit le même groupe de culture que lui, soit la même religion et la même culture ou bien il est son seigneur de jure.\n;Mein Liebhaber will keine Unabhängigkeit, denn mein Lehnsmann ist entweder ihre Kulturgruppe, ihre Religion und ihre Kultur oder ihr rechtmäßiger, dejure Lehnsherr.\n;;Mi amante no quiere independencia y su Señor o es de su mismo grupo de cultura, o de la misma religión y la misma cultura o bien es su Señor de jure.\n;;;;;;;;;x
pattern_lover_helps_my_ally_custom_tooltip;This helps my lover's ally!\n;Ceci aide l'allié de mon amoureux!\n;Es würde einem Verbündeten meines Liebhabers helfen!\n;;¡Esto ayuda al aliado de mi amante!\n;;;;;;;;;x
pattern_lover_hurts_my_ally_custom_tooltip;This hurts my lover's ally!\n;Ceci fait mal à l'allié de mon amoureux!\n;Es würde einen Verbündeten meines Liebhabers verletzen!\n;;¡Esto lastima al aliado de mi amante!\n;;;;;;;;;x
#######################################################################################################################################
pattern_pragmatist_dislike_nondejure_vassal_custom_tooltip;The targeted vassal will be moved away from their dejure liege\n;Le vassal ciblé sera éloigné de son siège dejure\n;Der anvisierte Vasall wird von seinem dejure Lehnsherrn entfernt\n;;El vasallo objetivo será alejado de su Señor de jure\n;;;;;;;;;x
pattern_pragmatist_like_dejure_vassal_custom_tooltip;The targeted vassal will be moved to their dejure liege\n;Le vassal ciblé sera déplacé vers son siège dejure\n;Der anvisierte Vasall wird in seinen dejure Lüttich versetzt\n;;El vasallo objetivo será trasladado a su Señor de jure\n;;;;;;;;;x
pattern_pragmatist_need_the_ransom_cash_tooltip;The gold gained from this ransom would help the realm's finances\n;L'or gagné grâce à cette rançon va aider les finances\n;Dieses Lösegeld würde den Finanzen des Königreichs helfen\n;;El oro conseguido por este rescate ayudará a las finanzas\n;;;;;;;;;x
pattern_glory_hound_protect_the_weak_custom_tooltip;It is our duty to protect the weak!\n;Il est de notre devoir de protéger les faibles!\n;Es ist unsere Pflicht, die Schwachen zu schützen!\n;;¡Es nuestro deber proteger a los débiles!\n;;;;;;;;;x
pattern_glory_hound_oppose_fealty_custom_tooltip;I will never condone surrendering our independence!;Je n'accepterai jamais que nous perdions notre indépendance!;Ich werde es niemals dulden, unsere Unabhängigkeit aufzugeben!;;Jamás aceptaré perder nuestra independencia!;;;;;;;;;x
pattern_zealot_wants_weak_religion_protected_custom_tooltip;The target is much weaker than my liege and follows my religion.\n;La cible est bien plus faible que mon suzerain et a la même religion que moi.\n;Das Ziel ist viel schwächer als mein Lehnsherr und folgt meiner Religion.\n;;El objetivo es mucho más débil que mi Señor y tiene la misma religión que yo.\n;;;;;;;;;x
pattern_zealot_support_fealty_custom_tooltip;The target is my religion and is reasonably powerful\n;La cible a la même religion que moi et est raisonnablement puissant\n;Das Ziel ist meine Religion und ist ziemlich stark\n;;El objetivo tiene la misma religión que yo y es considerablemente poderoso\n;;;;;;;;;x
pattern_zealot_oppose_fealty_custom_tooltip;The target is not my religion\n;La cible n'a pas la même religion que moi\n;Das Ziel ist nicht meine Religion\n;;El objetivo no tiene la misma religión que yo\n;;;;;;;;;x
pattern_pragmatist_support_fealty_custom_tooltip;The target is my culture group and is reasonably powerful\n;La cible a le même groupe de culture que moi et est raisonnablement puissant\n;Das Ziel ist meine Kulturgruppe und ist ziemlich stark\n;;El objetivo tiene el mismo grupo de cultura que yo y es considerablemente poderoso\n;;;;;;;;;x
pattern_pragmatist_oppose_fealty_custom_tooltip;The target is not my culture group\n;La cible n'a pas le même groupe de culture que moi\n;Das Ziel ist nicht meine Kulturgruppe\n;;El objetivo no tiene el mismo grupo de cultura que yo\n;;;;;;;;;x
pattern_zealot_depose_wicked_pope_custom_tooltip;The war would depose a wicked [Root.Religion.RelHead.GetTitle]\n;Cette guerre permettra de faire abdiquer un [Root.Religion.RelHead.GetTitle] malfaisant.\n;Durch den Krieg würde ein lasterhafter [Root.Religion.RelHead.GetTitle] gestürzt werden.\n;;La guerra derrocará al [Root.Religion.RelHead.GetTitle] maligno\n;;;;;;;;;x
#######################################################################################################################################
pattern_selfish_patrician_embargo_custom_tooltip;I am a merchant trader and can stand to gain from this!;;;;;;;;;;;;;x
pattern_family_member_patrician_embargo_custom_tooltip;I am from a merchant trader family that can stand to gain from this!;;;;;;;;;;;;;x
pattern_lover_patrician_embargo_custom_tooltip;My lover is from a merchant trader family that can stand to gain from this!;;;;;;;;;;;;;x
pattern_friend_patrician_embargo_custom_tooltip;My friend is from a merchant trader family that can stand to gain from this!;;;;;;;;;;;;;x
