#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
### The Followers of Ahuiateteo (Aztec Devil Worshipers)
#
followers_of_ahuiateteo_recruit_desc_real;Attempt to find out whether §Y[Root.GetTitledFirstName]§! is open to the power of the occult. If so, you may invite [Root.GetHerHim] to become a member of the Followers of Ahuiateteo.;Essayer de savoir si [Root.Get_le_TitledFirstNameJ] est récepti[Root.GetFVe] aux puissances occultes. Si c'est le cas, vous pourrez l'inviter à devenir membre des Adeptes des Ahuiateteo.;Versuche herauszufinden, ob §Y[Root.GetTitledFirstName]§! empfänglich für die Macht des Okkulten ist. Falls dem so ist, könnt Ihr [Root.Getihnsie] in die Anhänger von Ahuiateteo einladen.;;Averigua si a §Y[Root.GetTitleFirstName]§! le atraen las fuerzas ocultas. En caso afirmativo, puedes invitarlo/la a unirse a los Seguidores de las Ahuiateteo.;;;;;;;;;x
followers_of_ahuiateteo_recruit_block_tooltip;[GetFollowersAhuiateteoRecruitBlockDesc];[GetFollowersAhuiateteoRecruitBlockDesc];[GetFollowersAhuiateteoRecruitBlockDesc];;[GetFollowersAhuiateteoRecruitBlockDesc];;;;;;;;;x
followers_of_ahuiateteo_recruit_block_tooltip_real;Has not been approached by the Followers of Ahuiateteo before.;N'a pas déjà été approché par les Adeptes des Ahuiateteo.;Wurde noch nicht von den Anhänger von Ahuiateteo kontaktiert.;;Nunca ha tenido contacto con los Seguidores de las Ahuiateteo.;;;;;;;;;x
currency_name_followers_of_ahuiateteo;Dark Power;Pouvoir obscur;Dunkle Macht;;Poder oscuro;;;;;;;;;x
followers_of_ahuiateteo_rank_1_female;Nemachtlapouki;Nemachtlapouki;Nemachtlapouki;;Nemachtlapouki;;;;;;;;;x
followers_of_ahuiateteo_rank_1_male;Nemachtlapouki;Nemachtlapouki;Nemachtlapouki;;Nemachtlapouki;;;;;;;;;x
followers_of_ahuiateteo_rank_2_female;Tlachixki;Tlachixki;Tlachixki;;Tlachixki;;;;;;;;;x
followers_of_ahuiateteo_rank_2_male;Tlachixki;Tlachixki;Tlachixki;;Tlachixki;;;;;;;;;x
followers_of_ahuiateteo_rank_3_female;Siuanauali;Siuanauali;Siuanauali;;Siuanauali;;;;;;;;;x
followers_of_ahuiateteo_rank_3_male;Nauali;Nauali;Nauali;;Nauali;;;;;;;;;x
followers_of_ahuiateteo_rank_4_female;Ueysiuanauali;Ueysiuanauali;Ueysiuanauali;;Ueysiuanauali;;;;;;;;;x
followers_of_ahuiateteo_rank_4_male;Ueynauali;Ueynauali;Ueynauali;;Ueynauali;;;;;;;;;x
String_Followers_of_Ahuiateteo;the Followers of Ahuiateteo;les Adeptes des Ahuiateteo;Anhänger von Ahuiateteo;;los Seguidores de las Ahuiateteo;;;;;;;;;x
followers_of_ahuiateteo_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
