#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#### EVENTS ####
emf_laws.11.desc;[From.GetTitledFirstName] has declared a change to the [emf_succ_title.GetFullName]'s succession laws-- a change ensuring not only that are you no longer the heir but also that you are no longer among the top contenders in the line of succession.;;;;;;;;;;;;;x
emf_laws.11.opt.so_be_it;So be it!;;;;;;;;;;;;;x
emf_laws.11.opt.outraged;How dare [From.GetSheHe]! This is an outrage!;;;;;;;;;;;;;x
emf_laws.12.desc;[From.GetTitledFirstName] has declared a change to the [emf_succ_title.GetFullName]'s succession laws-- a change which displaces you as primary heir, although you are still highly-ranked in the line of succession.;;;;;;;;;;;;;x
emf_laws.13.desc;[From.GetTitledFirstName] has declared a change to the [emf_succ_title.GetFullName]'s succession laws-- a change which removes you from the top contenders in the line of succession.;;;;;;;;;;;;;x
emf_laws.14.desc;[From.GetTitledFirstName] has declared a change to the [emf_succ_title.GetFullName]'s succession laws-- a change which elevates you to the status of [From.GetHerHis] primary heir! Many jealous eyes are now cast your way...;;;;;;;;;;;;;x
emf_laws.15.desc;[From.GetTitledFirstName] has declared a change to the [emf_succ_title.GetFullName]'s succession laws-- a change which does not make you [From.GetHerHis] primary heir but does place you highly in the line of succession.;;;;;;;;;;;;;x
#### TEXT ####
LAWS_TAB_INHERITANCE;Succession;Héritage;Erbschaft;;Herencia;;;;;;;;;x
emf_laws_ctt_protected_appointment_1_effect;Powerful vassals may no longer be dismissed from the council-- so long as they remain powerful.\nThey will appreciate this protection with an additional §G+10§! opinion, a bonus which will apply to not only current but also all future powerful-vassal council members.\n;;;;;;;;;;;;;x
emf_laws_ctt_administration_2_opinion_effect;Count- and above-tier direct vassal opinion of §R-15§! for §Y30§! years\n;;;;;;;;;;;;;x
### Triggers ###
emf_laws_ctt_no_other_laws_passed;No other laws in this group have been passed\n;;;;;;;;;;;;;x
emf_laws_ctt_ca_change_cooldown;Crown Authority for this title has NOT already been raised by §Y[This.Holder.GetTitledFirstName]§!\n;;;;;;;;;;;;;x
emf_laws_ctt_ikc_change_cooldown;Law for this title has NOT already been changed by §Y[This.Holder.GetTitledFirstName]§!\n;;;;;;;;;;;;;x
emf_laws_ctt_investiture_change_cooldown;Law for this title has NOT already been changed by §Y[This.Holder.GetTitledFirstName]§!\n;;;;;;;;;;;;;x
emf_laws_ctt_republic_unlocked;Crown authority has been unlocked for merchant republics (customization decision)\n;;;;;;;;;;;;;x
emf_laws_ctt_no_crown_law_title;§Y[This.GetBaseName]§! has no crown law title affecting it\n;;;;;;;;;;;;;x
emf_laws_ctt_has_crown_law_title;§Y[This.GetBaseName]§! has or is a crown law title\n;;;;;;;;;;;;;x
emf_laws_ctt_crownlaw_title_limited_ca_plus;Crown law title of §Y[This.GetBaseName]§! has at least §Y'Limited Crown Authority'§!\n;;;;;;;;;;;;;x
emf_laws_ctt_crownlaw_title_medium_ca_plus;Crown law title of §Y[This.GetBaseName]§! has at least §Y'Medium Crown Authority'§!\n;;;;;;;;;;;;;x
emf_laws_ctt_crownlaw_title_high_ca_plus;Crown law title of §Y[This.GetBaseName]§! has at least §Y'High Crown Authority'§!\n;;;;;;;;;;;;;x
emf_laws_ctt_limited_ca_plus;Has at least §Y'Limited Crown Authority'§!\n;;;;;;;;;;;;;x
emf_laws_ctt_medium_ca_plus;Has at least §Y'Medium Crown Authority'§!\n;;;;;;;;;;;;;x
emf_laws_ctt_high_ca_plus;Has at least §Y'High Crown Authority'§!\n;;;;;;;;;;;;;x
emf_laws_ctt_gender_eq_enabled;Full Gender Equality is enabled (scenario customization decision)\n;;;;;;;;;;;;;x
emf_laws_ctt_holder_capital_tech_legalism_3;§MLegalism§! technology at least level §Y3§!\n;;;;;;;;;;;;;x
emf_laws_ctt_holder_capital_tech_legalism_4;§MLegalism§! technology at least level §Y4§!\n;;;;;;;;;;;;;x
emf_laws_ctt_holder_capital_tech_legalism_5;§MLegalism§! technology at least level §Y5§!\n;;;;;;;;;;;;;x
emf_laws_ctt_holder_capital_tech_legalism_6;§MLegalism§! technology at least level §Y6§!\n;;;;;;;;;;;;;x
emf_laws_ctt_holder_has_late_adminstration_plus_raw;Has at least §Y'Late Feudal Administration'§!\n;;;;;;;;;;;;;x
emf_laws_ctt_liege_title_has_late_adminstration_plus_unless_duke_plus;If tier is lower than §YDUKE§!, liege title of §Y[This.Holder.Liege.PrimaryTitle.GetBaseName]§! has at least §Y'Late Feudal Administration'§!\n;;;;;;;;;;;;;x
emf_laws_ctt_baron_tier_and_requires_125_prestige_cost;Tier is §YBARON§! and can afford cost of §R125§! prestige\n;;;;;;;;;;;;;x
emf_laws_ctt_count_tier_and_requires_250_prestige_cost;Tier is §YCOUNT§! and can afford cost of §R250§! prestige\n;;;;;;;;;;;;;x
emf_laws_ctt_duke_tier_and_requires_500_prestige_cost;Tier is §YDUKE§! and can afford cost of §R500§! prestige\n;;;;;;;;;;;;;x
emf_laws_ctt_king_tier_and_requires_750_prestige_cost;Tier is §YKING§! and can afford cost of §R750§! prestige\n;;;;;;;;;;;;;x
emf_laws_ctt_emperor_tier_and_requires_1000_prestige_cost;Tier is §YEMPEROR§! and can afford cost of §R1000§! prestige\n;;;;;;;;;;;;;x
emf_laws_ctt_player_if_muslim_or_indian;Is NOT AI-controlled, unless religion group is neither §MMuslim§! NOR §MIndian§!\n;;;;;;;;;;;;;x
emf_laws_ctt_protected_appointment_0_allow;At least §Y20§! years have passed since enacting §Y'Protected Council Appointments'§!\n;;;;;;;;;;;;;x
emf_laws_ctt_infidel_revocation_trigger;Has the law §Y'Free Infidel Title Revocation'§!\n;;;;;;;;;;;;;x
emf_laws_ctt_liege_hasnt_forced_succ_law_trigger;Holder's liege hasn't forced succession law\n;;;;;;;;;;;;;x
emf_laws_ctt_dj_empire_emperor_can_create_kingdoms;De jure empire's laws permit its emperor to create this title, and creator is emperor\n;;;;;;;;;;;;;x
emf_laws_ctt_dj_empire_no_holder_or_not_same_realm;De jure empire doesn't exist, is unheld, or kingdom creator is not in its realm\n;;;;;;;;;;;;;x
emf_laws_ctt_dj_empire_vassal_can_create_kingdoms;De jure empire's laws permit its vassals to create this title, and creator is a vassal\n;;;;;;;;;;;;;x
### Succession Law Changes ###
emf_laws_ctt_succ_change_child_reactions;§PChildren's Reaction:§!\n;;;;;;;;;;;;;x
emf_laws_ctt_succ_change_reaction_to_pretenders;§PReaction to New Pretenders:§!\n;;;;;;;;;;;;;x
emf_laws_ctt_succ_change_spouse_reactions;§PSpousal Reaction:§!\n;;;;;;;;;;;;;x
#### LAWS ####
## Administration ##
administration;Administration;;Verwaltung;;Administración;;;;;;;;;x
administration_desc;These laws govern how society controls and organizes ownership of property and wealth.;Ces lois gouvernent la façon dont la société contrôle et organise la propriété des biens et des richesses.;Diese Gesetze regeln, wie die Gesellschaft Besitz und Reichtum kontrolliert und organisiert.;;Estas leyes regulan cómo la sociedad controla y organiza la titularidad de la propiedad y la riqueza.;;;;;;;;;x
administration_0;Feudal Administration;Administration féodale;Feudale Verwaltung;;Administración Feudal;;;;;;;;;x
administration_0_desc;A feudal society is a hierarchy of landed lords, where each person in the system owes fealty to those directly above and commands those directly below. It is the way most of the medieval world works, and it means that the ruler depends greatly on the loyalty of [Player.GetHerHis] more powerful vassals.;Une société féodale est une hiérarchie de seigneurs terriens. Chaque personne dans ce système jure allégeance à celles qui se trouvent au-dessus d'elle et commande à celles qui se trouvent en dessous. C'est ainsi que la majorité du monde médiéval fonctionne. Cela signifie qu'un souverain dépend grandement de la loyauté de ses plus puissants vassaux.;Eine Feudalgesellschaft bezeichnet ein hierarchisches System von Fürsten mit Landbesitz. Jede Person hat einen Lehnsherrn, dem sie direkt unterstellt ist, sowie Lehnsmänner, die ihr direkt unterstellt sind. Der Großteil der mittelalterlichen Welt folgte diesem Prinzip. Als Konsequenz davon war der Herrscher stark von der Loyalität [Player.GetHerHis] einflussreicheren Vasallen abhängig.;;Una sociedad feudal es una jerarquía de terratenientes en la cual cada persona del sistema debe lealtad a sus superiores y dan órdenes a los que tienen por debajo. La mayor parte del mundo medieval funciona de este modo, lo que significa que el gobernante depende, en gran medida, de la lealtad de [Player.GetHerHis] vasallos más poderosos.;;;;;;;;;x
administration_0_option;Feudal;Féodal;;;;;;;;;;;;x
administration_1;Late Feudal Administration;Administration de fin d'époque féodale;Spätfeudale Verwaltung;;Administración feudal tardía;;;;;;;;;x
administration_1_desc;Late feudal lords realize the importance of keeping the inheritance together to facilitate their dynasty's long-term increase in power and wealth. In this system, there is a tendency for vassals to grow more and more powerful with time if not kept in check.;Les derniers seigneurs de l'époque féodale réalisent l'importance de conserver leur héritage uni pour faciliter la conservation du pouvoir et de la fortune de leur dynastie à long terme. Dans ce système, les vassaux ont tendance à devenir de plus en plus puissants avec le temps s'ils ne sont pas surveillés.;Spätfeudale Adlige erkennen, wie wichtig es ist, das Erbe zusammenzuhalten, um den langfristigen Macht- und Geldzuwachs der Dynastie zu fördern. In diesem System besteht die Tendenz, dass Vasallen mit der Zeit immer mächtiger werden, wenn man keine vorbeugenden Maßnahmen ergreift.;;Los señores feudales se dan cuenta de la importancia de mantener la herencia junta para facilitar el aumento a largo plazo del poder y la riqueza de su dinastía. En este sistema, hay una tendencia a que los vasallos se vuelvan más y más poderosos con el tiempo si no se les tiene controlados.;;;;;;;;;x
administration_1_option;Late;Tardif;Spät;;Tardía;;;;;;;;;x
administration_2;Imperial Administration;Administration impériale;Kaiserlich-imperiale Verwaltung;;Administración Imperial;;;;;;;;;x
administration_2_desc;This system of administration is similar to that of the Roman Empire, with a hierarchy of magistrates and functionaries running daily business in the name of the emperor. It allows for a power structure that hands less power to permanently landed vassals.;Ce système est similaire à celui qui existait dans l'Empire romain : une hiérarchie de magistrats et de fonctionnaires s'occupe de la gestion au quotidien au nom de l'empereur. Ce système permet une structure puissante qui accorde moins de pouvoirs aux vassaux définitivement attachés à leur terre.;Dieses Verwaltungssystem ähnelt dem des Römischen Reiches. Eine Hierarchie von Magistraten und Funktionären erledigt die Regierungsgeschäfte im Namen des Kaisers. Dabei entsteht ein Machtgefüge, bei dem weniger Macht in die Hände der Fürsten bzw. Grundherren übergeht.;;Este sistema de administración es similar al del Imperio Romano, cuenta con una jerarquía de magistrados y funcionarios que llevan diariamente los asuntos en nombre del emperador. Esto permite crear una estructura de poder que ofrece menos poder a los vasallos que poseen tierras de forma permanente.;;;;;;;;;x
administration_2_option;Imperial;Impérial;Kaiserlich;;;;;;;;;;;x
## Horde Invader (Special) ##
horde_law;Horde;;;;;;;;;;;;;x
horde_law_desc;Horde invaders operate by their own rules.;;;;;;;;;;;;;x
horde_law_0;Horde Invader;;;;;;;;;;;;;x
horde_law_0_option;Yes;;;;;;;;;;;;;x
horde_law_0_desc;Horde invaders operate by their own rules.;;;;;;;;;;;;;x
## Imperial De Jure Vassal Kingdom Creation ##
imperial_kingdom_creation;De Jure Vassal Kingdom Creation;;;;;;;;;;;;;x
imperial_kingdom_creation_desc;De Jure Vassal Kingdom Creation determines who, if anyone, may create titles that are de jure vassal kingdoms of this empire.;;;;;;;;;;;;;x
imperial_kingdom_creation_0;Imperial Kingdom Creation Disallowed;;;;;;;;;;;;;x
imperial_kingdom_creation_0_option;None;;;;;;;;;;;;;x
imperial_kingdom_creation_0_desc;De Jure Vassal Kingdom Creation determines who, if anyone, may create titles that are de jure vassal kingdoms of this empire. At this law setting, neither the emperor nor any vassal may create imperial de jure vassal kingdom titles.;;;;;;;;;;;;;x
imperial_kingdom_creation_1;Imperial Kingdom Creation Allowed;;;;;;;;;;;;;x
imperial_kingdom_creation_1_option;Anyone;;;;;;;;;;;;;x
imperial_kingdom_creation_1_desc;De Jure Vassal Kingdom Creation determines who, if anyone, may create titles that are de jure vassal kingdoms of this empire. At this law setting, both the emperor and any vassal may create imperial de jure vassal kingdom titles.;;;;;;;;;;;;;x
imperial_kingdom_creation_2;Imperial Kingdom Creation Allowed Only for Emperor;;;;;;;;;;;;;x
imperial_kingdom_creation_2_option;Emperor;;;;;;;;;;;;;x
imperial_kingdom_creation_2_desc;De Jure Vassal Kingdom Creation determines who, if anyone, may create titles that are de jure vassal kingdoms of this empire. At this law setting, only the emperor has the right to create imperial de jure vassal kingdom titles.;;;;;;;;;;;;;x
## External Inheritance ##
inheritance;External Inheritance;;;;Herencias al exterior;;;;;;;;;x
inheritance_desc;External Inheritance controls whether characters outside the realm can inherit.;;;;Herencias al exterior controla si los personajes extranjeros pueden heredar títulos del reino.;;;;;;;;;x
inheritance_0;External Inheritance Allowed;;;;Herencias al exterior permitidas;;;;;;;;;x
inheritance_0_option;Yes;;;;Sí;;;;;;;;;x
inheritance_0_desc;External Inheritance controls whether characters outside the realm can inherit. At this level they're able to inherit realm titles.;;;;Herencias al exterior controla si los personajes extranjeros pueden heredar títulos del reino. En este nivel está permitido.;;;;;;;;;x
inheritance_1;External Inheritance Disabled;;;;Herencias al exterior prohibidas;;;;;;;;;x
inheritance_1_option;No;;;;;;;;;;;;;x
inheritance_1_desc;External Inheritance controls whether characters outside the realm can inherit. At this level they're unable to inherit realm titles.;;;;Herencias al exterior controla si los personajes extranjeros pueden heredar títulos del reino. En este nivel no está permitido.;;;;;;;;;x
## King's Peace ##
king_peace;The King's Peace;;;;La Paz del Rey;;;;;;;;;x
king_peace_desc;The King's Peace dictates who vassals can declare war upon.;;;;La Paz del Rey dicta a quién pueden declarar la guerra tus vasallos.;;;;;;;;;x
king_peace_0;No King's Peace;;;;Sin Paz del Rey;;;;;;;;;x
king_peace_0_option;None;;;;Ninguna;;;;;;;;;x
king_peace_0_desc;The King's Peace dictates who vassals can declare war upon. At this level they will be able to declare war upon anyone as long as they have a valid casus belli.;;;;La Paz del Rey dicta a quién pueden declarar la guerra tus vasallos. A este nivel tus vasallos pueden declarar la guerra a cualquiera con un casus belli válido.;;;;;;;;;x
king_peace_1;Internal King's Peace;;;;Paz del Rey limitada;;;;;;;;;x
king_peace_1_option;Internal;;;;Limitada;;;;;;;;;x
king_peace_1_desc;The King's Peace dictates who vassals can declare war upon. At this level they will not be able to declare war upon other vassals unless they're rebelling against them.;;;;La Paz del Rey dicta a quién pueden declarar la guerra tus vasallos. A este nivel tus vasallos no pueden declarar la guerra a otros vasallos del reino a menos que sean vasallos suyos en rebelión.;;;;;;;;;x
king_peace_2;Complete King's Peace;;;;Paz del Rey;;;;;;;;;x
king_peace_2_option;Total;;;;;;;;;;;;;x
king_peace_2_desc;The King's Peace dictates who vassals can declare war upon. At this level they will not be able to declare war upon anyone unless they're rebelling against them.;;;;La Paz del Rey dicta a quién pueden declarar la guerra tus vasallos. A este nivel tus vasallos sólo pueden declarar la guerra a vasallos suyos en rebelión.;;;;;;;;;x
## Protected Council Appointments ##
protected_appointment;Protected Council Appointments;;;;;;;;;;;;;x
protected_appointment_desc;Protected Council Appointments determines whether powerful vassals may be dismissed from the council at will.;;;;;;;;;;;;;x
protected_appointment_0;Unprotected Council Appointments;;;;;;;;;;;;;x
protected_appointment_0_option;No;;;;;;;;;;;;;x
protected_appointment_0_desc;Protected Council Appointments determines whether powerful vassals may be dismissed from the council at will. At this law setting, they enjoy no protection from dismissal.;;;;;;;;;;;;;x
protected_appointment_1;Protected Council Appointments;;;;;;;;;;;;;x
protected_appointment_1_option;Yes;;;;Sí;;;;;;;;;x
protected_appointment_1_desc;Protected Council Appointments determines whether powerful vassals may be dismissed from the council at will. At this law setting, powerful vassals-- so long as they remain powerful-- may not be dismissed from the council. Additionally, for as long as the law is enacted, all powerful vassals on the ruling council will always significantly appreciate their liege for such security in their title (an opinion bonus).;;;;;;;;;;;;;x
## Non-Zeus Title Revocation (Crown Law) ##
revokation;Title Revocation;;;;Revocación de títulos;;;;;;;;;x
revokation_desc;Title Revocation decides if characters can revoke their vassals' titles.;;;;Revocación de títulos dicta si los señores pueden revocar los títulos de sus vasallos.;;;;;;;;;x
revokation_0;No Title Revocation;;;;Revocación de títulos prohibida;;;;;;;;;x
revokation_0_option;Banned;;;;Prohibida;;;;;;;;;x
revokation_0_desc;Title Revocation decides if characters can revoke their vassals' titles. At this level revocation is not possible.;;;;Revocación de títulos dicta si los señores pueden revocar los títulos de sus vasallos. A este nivel no es posible.;;;;;;;;;x
revokation_1;Title Revocation Allowed;;;;Revocación de títulos permitida;;;;;;;;;x
revokation_1_option;Allowed;;;;Permitida;;;;;;;;;x
revokation_1_desc;Title Revocation decides if characters can revoke their vassals' titles. At this level revocation is possible but will give a major opinion penalty with all vassals unless you have a valid reason.;;;;Revocación de títulos dicta si los señores pueden revocar los títulos de sus vasallos. A este nivel es posible, pero con un impacto en la opinión de todos tus vasallos, a menos que tengas una razón válida.;;;;;;;;;x
revokation_2;Free Infidel Revocation;;;;Revocación de títulos a infieles;;;;;;;;;x
revokation_2_option;Infidels;;;;Infieles;;;;;;;;;x
revokation_2_desc;Title Revocation decides if characters can revoke their vassals' titles. At this level revocation is possible but will give a major opinion penalty with all vassals unless you have a valid reason. At this level being an infidel or heretic is considered a valid reason.;;;;Revocación de títulos dicta si los señores pueden revocar los títulos de sus vasallos. A este nivel es posible, pero con un impacto en la opinión de todos tus vasallos, a menos que tengas una razón válida. Ser infiel o hereje es considerado una razón válida.;;;;;;;;;x
## Zeus Title Revocation (Demesne Law) ##
ze_revokation;Title Revocation;;;;Revocación de títulos;;;;;;;;;x
ze_revokation_desc;Title Revocation decides if characters can revoke their vassals' titles.;;;;Revocación de títulos dicta si los señores pueden revocar los títulos de sus vasallos.;;;;;;;;;x
ze_revokation_0;No Title Revocation;;;;Revocación de títulos prohibida;;;;;;;;;x
ze_revokation_0_option;Banned;;;;Prohibida;;;;;;;;;x
ze_revokation_0_desc;Title Revocation decides if characters can revoke their vassals' titles. At this level revocation is not possible.;;;;Revocación de títulos dicta si los señores pueden revocar los títulos de sus vasallos. A este nivel no es posible.;;;;;;;;;x
ze_revokation_1;Title Revocation Allowed;;;;Revocación de títulos permitida;;;;;;;;;x
ze_revokation_1_option;Allowed;;;;Permitida;;;;;;;;;x
ze_revokation_1_desc;Title Revocation decides if characters can revoke their vassals' titles. At this level revocation is possible but will give a major opinion penalty with all vassals unless you have a valid reason.;;;;Revocación de títulos dicta si los señores pueden revocar los títulos de sus vasallos. A este nivel es posible, pero con un impacto en la opinión de todos tus vasallos, a menos que tengas una razón válida.;;;;;;;;;x
ze_revokation_2;Free Infidel Revocation;;;;Revocación de títulos a infieles;;;;;;;;;x
ze_revokation_2_option;Infidels;;;;Infieles;;;;;;;;;x
ze_revokation_2_desc;Title Revocation decides if characters can revoke their vassals' titles. At this level revocation is possible but will give a major opinion penalty with all vassals unless you have a valid reason. At this level being an infidel or heretic is considered a valid reason.;;;;Revocación de títulos dicta si los señores pueden revocar los títulos de sus vasallos. A este nivel es posible, pero con un impacto en la opinión de todos tus vasallos, a menos que tengas una razón válida. Ser infiel o hereje es considerado una razón válida.;;;;;;;;;x
### Focus/Obligations Laws ###
feudal_slider;Feudal Focus;;;;Enfoque a la nobleza;;;;;;;;;x
feudal_slider_desc;Feudal Focus changes the composition of their obligations to you.;;;;El enfoque a la nobleza permite cambiar el tipo de sus obligaciones hacia ti.;;;;;;;;;x
feudal_slider_0;Highly Levy Oriented Feudal Focus;;;;Enfoque a la nobleza muy orientado a levas;;;;;;;;;x
feudal_slider_0_desc;Feudal Focus changes the composition of their obligations to you. At this level you would be forgoing tax for the sake of levies to a major extent.;;;;El enfoque a la nobleza permite cambiar el tipo de sus obligaciones hacia ti. En este nivel perdonas todos los impuestos a cambio de un máximo de levas.;;;;;;;;;x
feudal_slider_1;Moderately Levy Oriented Feudal Focus;;;;Enfoque a la nobleza orientado a levas;;;;;;;;;x
feudal_slider_1_desc;Feudal Focus changes the composition of their obligations to you. At this level you would be forgoing tax for the sake of levies to some extent.;;;;El enfoque a la nobleza permite cambiar el tipo de sus obligaciones hacia ti. En este nivel perdonas muchos impuestos a cambio de más levas.;;;;;;;;;x
feudal_slider_2;Balanced Feudal Focus;;;;Enfoque a la nobleza equilibrado;;;;;;;;;x
feudal_slider_2_desc;Feudal Focus changes the composition of their obligations to you. At this level  you would not be focusing on any area.;;;;El enfoque a la nobleza permite cambiar el tipo de sus obligaciones hacia ti. En este nivel no te enfocas en nada concreto.;;;;;;;;;x
feudal_slider_3;Moderately Tax Oriented Feudal Focus;;;;Enfoque a la nobleza orientado a impuestos;;;;;;;;;x
feudal_slider_3_desc;Feudal Focus changes the composition of their obligations to you. At this level you would be forgoing levies for the sake of tax to some extent.;;;;El enfoque a la nobleza permite cambiar el tipo de sus obligaciones hacia ti. En este nivel exiges menos levas a cambio de más impuestos.;;;;;;;;;x
feudal_slider_4;Highly Tax Oriented Feudal Focus;;;;Enfoque a la nobleza muy orientado a impuestos;;;;;;;;;x
feudal_slider_4_desc;Feudal Focus changes the composition of their obligations to you. At this level you would be forgoing levies for the sake of tax to a major extent.;;;;El enfoque a la nobleza permite cambiar el tipo de sus obligaciones hacia ti. En este nivel exiges unas levas mínimas a cambio de altos impuestos.;;;;;;;;;x
feudal_obligations;Feudal Obligations;;;;Deber de noble;;;;;;;;;x
feudal_obligations_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos nobles.;;;;;;;;;x
feudal_obligations_0;Minimal Feudal Obligations;;;;Deber de noble mínimo;;;;;;;;;x
feudal_obligations_0_option; ;;;;;;;;;;;;;x
feudal_obligations_0_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will not provide you anything beyond what the slider dictates.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos nobles. En este nivel no darán más de lo que exija el nivel de autoridad real.;;;;;;;;;x
feudal_obligations_1;Low Feudal Obligations;;;;Deber de noble reducido;;;;;;;;;x
feudal_obligations_1_option; ;;;;;;;;;;;;;x
feudal_obligations_1_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you a bit more than what the sliders dictate.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos nobles. En este nivel darán poco más de lo que exija el nivel de autoridad real.;;;;;;;;;x
feudal_obligations_2;Medium Feudal Obligations;;;;Deber de noble medio;;;;;;;;;x
feudal_obligations_2_option; ;;;;;;;;;;;;;x
feudal_obligations_2_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you a moderate amount more than what the sliders dictate.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos nobles. En este nivel darán una cantidad mayor de lo que exija el nivel de autoridad real.;;;;;;;;;x
feudal_obligations_3;High Feudal Obligations;;;;Deber de noble aumentado;;;;;;;;;x
feudal_obligations_3_option; ;;;;;;;;;;;;;x
feudal_obligations_3_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you a lot more than what the sliders dictate.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos nobles. En este nivel darán mucho más de lo que exija el nivel de autoridad real.;;;;;;;;;x
feudal_obligations_4;Harsh Feudal Obligations;;;;Deber de noble máximo;;;;;;;;;x
feudal_obligations_4_option; ;;;;;;;;;;;;;x
