#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
VIETtraits.6.a;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.7.desc;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.7.a;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.8.desc;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.8.a;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.9.desc;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.9.a;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.10.desc;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.10.a;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.11.desc;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.11.a;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.12.desc;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.12.a;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.13.desc;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.13.a;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.14.desc;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.14.a;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.15.desc;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.15.a;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.16.desc;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.16.a;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.17.desc;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.17.a;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.18.desc;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.18.a;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.19.desc;Longshanks;;;;Zancudo;;;;;;;;;x
VIETtraits.19.a;Longshanks;;;;Zancudo;;;;;;;;;x
