#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
dynlevy2_0;95% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 95%;;;;;;;;;x
dynlevy2_0_option;95%;;;;;;;;;;;;;x
dynlevy2_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy3;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy3_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy3_0;92.7% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 92.7%;;;;;;;;;x
dynlevy3_0_option;92.7%;;;;;;;;;;;;;x
dynlevy3_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy4;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy4_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy4_0;90.6% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 90.6%;;;;;;;;;x
dynlevy4_0_option;90.6%;;;;;;;;;;;;;x
dynlevy4_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy5;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy5_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy5_0;88.7% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 88.7%;;;;;;;;;x
dynlevy5_0_option;88.7%;;;;;;;;;;;;;x
dynlevy5_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy6;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy6_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy6_0;86.9% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 86.9%;;;;;;;;;x
dynlevy6_0_option;86.9%;;;;;;;;;;;;;x
dynlevy6_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy7;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy7_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy7_0;85.2% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 85.2%;;;;;;;;;x
dynlevy7_0_option;85.2%;;;;;;;;;;;;;x
dynlevy7_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy8;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy8_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy8_0;83.5% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 83.5%;;;;;;;;;x
dynlevy8_0_option;83.5%;;;;;;;;;;;;;x
dynlevy8_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy9;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy9_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy9_0;82% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 82%;;;;;;;;;x
dynlevy9_0_option;82%;;;;;;;;;;;;;x
dynlevy9_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy10;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy10_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy10_0;80.6% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 80.6%;;;;;;;;;x
dynlevy10_0_option;80.6%;;;;;;;;;;;;;x
dynlevy10_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy11;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy11_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy11_0;79.2% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 79.2%;;;;;;;;;x
dynlevy11_0_option;79.2%;;;;;;;;;;;;;x
dynlevy11_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy12;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy12_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy12_0;78% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 78%;;;;;;;;;x
dynlevy12_0_option;78%;;;;;;;;;;;;;x
dynlevy12_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy13;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy13_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy13_0;76.8% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 76.8%;;;;;;;;;x
dynlevy13_0_option;76.8%;;;;;;;;;;;;;x
dynlevy13_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy14;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy14_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy14_0;75.6% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 75.6%;;;;;;;;;x
dynlevy14_0_option;75.6%;;;;;;;;;;;;;x
dynlevy14_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy15;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy15_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy15_0;74.5% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 74.5%;;;;;;;;;x
dynlevy15_0_option;74.5%;;;;;;;;;;;;;x
dynlevy15_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy16;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy16_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy16_0;73.5% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 73.5%;;;;;;;;;x
dynlevy16_0_option;73.5%;;;;;;;;;;;;;x
dynlevy16_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy17;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy17_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy17_0;72.5% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 72.5%;;;;;;;;;x
dynlevy17_0_option;72.5%;;;;;;;;;;;;;x
dynlevy17_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy18;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy18_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy18_0;71.5% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 71.5%;;;;;;;;;x
dynlevy18_0_option;71.5%;;;;;;;;;;;;;x
dynlevy18_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy19;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy19_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy19_0;70.6% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 70.6%;;;;;;;;;x
dynlevy19_0_option;70.6%;;;;;;;;;;;;;x
dynlevy19_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy20;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy20_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy20_0;69.7% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 69.7%;;;;;;;;;x
dynlevy20_0_option;69.7%;;;;;;;;;;;;;x
dynlevy20_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy21;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy21_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy21_0;68.9% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 68.9%;;;;;;;;;x
dynlevy21_0_option;68.9%;;;;;;;;;;;;;x
dynlevy21_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy22;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy22_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy22_0;68.1% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 68.1%;;;;;;;;;x
dynlevy22_0_option;68.1%;;;;;;;;;;;;;x
dynlevy22_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy23;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy23_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy23_0;67.3% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 67.3%;;;;;;;;;x
dynlevy23_0_option;67.3%;;;;;;;;;;;;;x
dynlevy23_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy24;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy24_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy24_0;66.6% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 66.6%;;;;;;;;;x
dynlevy24_0_option;66.6%;;;;;;;;;;;;;x
dynlevy24_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy25;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy25_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy25_0;65.8% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 65.8%;;;;;;;;;x
dynlevy25_0_option;65.8%;;;;;;;;;;;;;x
dynlevy25_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy26;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy26_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy26_0;65.1% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 65.1%;;;;;;;;;x
dynlevy26_0_option;65.1%;;;;;;;;;;;;;x
dynlevy26_0_desc;In a decentralized feudal system, rulers of large realms are less efficient at raising liege levies than rulers of smaller realms. Demesne levies are unaffected.\n\nSmaller realms pack a harder punch per capita, all else being equal. For larger realms to compete per capita, they inevitably must centralize.;;;;En un sistema feudal descentralizado, los gobernantes de grandes reinos son menos eficientes recaudando impuestos feudales que los gobernantes de reinos más pequeños. Los impuestos de la heredad no se ven afectados.\n\nLos reinos más pequeños tienen un impacto más duro per cápita, en igualdad de condiciones. Para que los reinos más grandes compitan per cápita, inevitablemente deben centralizarse.;;;;;;;;;x
dynlevy27;Levy Efficiency;;;;Eficiencia de Levas;;;;;;;;;x
dynlevy27_desc;As your realm grows, your liege levy will grow with it. But by how much?;;;;Conforme crece tu feudo, tus levas señoriales crecen con el. ¿Pero cuanto?;;;;;;;;;x
dynlevy27_0;64.5% Realm Levy-Raising Efficiency;;;;Eficiencia de levas del reino del 64.5%;;;;;;;;;x
dynlevy27_0_option;64.5%;;;;;;;;;;;;;x
